日期,縣市,農、牧、狩獵售電量(度),農、牧、狩獵抄表戶數,農牧狩獵用電佔比(%),林業及伐木業售電量(度),林業及伐木業抄表戶數,林業及伐木業用電佔比(%),漁業售電量(度),漁業抄表戶數,漁業用電佔比(%),合計售電量(度)
2022年04月,宜蘭縣,2084566,1021,0.0137,10394,2,0.0211,2707685,1152,0.0413,4802645
2022年04月,新竹縣,1213680,385,0.008,45600,4,0.0924,178472,79,0.0027,1437752
2022年04月,苗栗縣,2196735,1109,0.0145,11728,3,0.0238,31053,31,0.0005,2239516
2022年04月,彰化縣,30103788,19472,0.1983,53664,17,0.1088,2860228,2527,0.0436,33017680
2022年04月,南投縣,7473359,3204,0.0492,25292,12,0.0513,30028,18,0.0005,7528679
2022年04月,雲林縣,20333115,7611,0.134,4996,4,0.0101,7473782,7206,0.114,27811893
2022年04月,嘉義縣,12500786,11065,0.0824,103,2,0.0002,4760133,6454,0.0726,17261022
2022年04月,屏東縣,29098590,18596,0.1917,41765,20,0.0847,25912048,8613,0.3954,55052403
2022年04月,台東縣,1338873,991,0.0088,0,0,0,773236,183,0.0118,2112109
2022年04月,花蓮縣,1169797,875,0.0077,560,3,0.0011,532780,165,0.0081,1703137
2022年04月,基隆市,5457,7,0,0,0,0,5140,2,0.0001,10597
2022年04月,新竹市,551492,223,0.0036,0,0,0,129068,20,0.002,680560
2022年04月,嘉義市,466873,480,0.0031,0,0,0,9510,2,0.0001,476383
2022年04月,澎湖縣,79621,888,0.0005,0,0,0,212539,68,0.0032,292160
2022年04月,金門縣,213817,1454,0.0014,150,1,0.0003,78819,23,0.0012,292786
2022年04月,連江縣,1107,3,0,0,0,0,5270,2,0.0001,6377
2022年04月,合計,151796233,85146,1,493358,214,1,65536068,39834,1,217825659
2022年03月,新北市,1623066,668,0.0097,338296,84,0.4528,278162,101,0.0037,2239524
2022年03月,台北市,919821,82,0.0055,40,1,0.0001,46552,2,0.0006,966413
2022年03月,桃園市,2754144,902,0.0165,11231,5,0.015,566496,107,0.0075,3331871
2022年03月,台中市,12345173,3610,0.0737,75269,35,0.1008,135219,50,0.0018,12555661
2022年03月,台南市,20112436,3973,0.1201,38540,14,0.0516,10466989,7037,0.1393,30617965
2022年03月,高雄市,8656222,8396,0.0517,108402,41,0.1451,11284801,5989,0.1502,20049425
2022年03月,宜蘭縣,2183640,992,0.013,13221,5,0.0177,3120689,1149,0.0415,5317550
2022年03月,新竹縣,1465836,448,0.0088,75400,5,0.1009,176051,78,0.0023,1717287
2022年03月,苗栗縣,2368797,1109,0.0141,5400,2,0.0072,45848,35,0.0006,2420045
2022年03月,彰化縣,32717885,19445,0.1954,31905,27,0.0427,3110492,2505,0.0414,35860282
2022年03月,南投縣,8132087,3072,0.0486,24091,10,0.0322,36993,20,0.0005,8193171
2022年03月,雲林縣,22919854,7597,0.1369,7722,4,0.0103,9364259,7211,0.1246,32291835
2022年03月,嘉義縣,15028966,11180,0.0898,1912,4,0.0026,5126772,6449,0.0682,20157650
2022年03月,屏東縣,31982232,18601,0.191,14451,18,0.0193,29143942,8619,0.3879,61140625
2022年03月,台東縣,1550029,992,0.0093,0,0,0,961170,181,0.0128,2511199
2022年03月,花蓮縣,1315385,877,0.0079,958,3,0.0013,774373,161,0.0103,2090716
2022年03月,基隆市,4304,4,0,0,0,0,2364,2,0,6668
2022年03月,新竹市,561893,210,0.0034,0,0,0,133839,20,0.0018,695732
2022年03月,嘉義市,482419,415,0.0029,0,0,0,14935,3,0.0002,497354
2022年03月,澎湖縣,89755,890,0.0005,0,0,0,256839,71,0.0034,346594
2022年03月,金門縣,192828,1455,0.0012,205,1,0.0003,89526,23,0.0012,282559
2022年03月,連江縣,1070,3,0,0,0,0,4677,2,0.0001,5747
2022年03月,合計,167407842,84921,1,747043,259,1,75140988,39815,1,243295873
2022年02月,新北市,1204194,673,0.0074,149039,52,0.2996,300938,109,0.0039,1654171
2022年02月,台北市,755456,69,0.0046,4323,3,0.0087,47489,2,0.0006,807268
2022年02月,桃園市,2875175,900,0.0176,8549,4,0.0172,547884,105,0.0071,3431608
2022年02月,台中市,11087726,3789,0.0677,29886,30,0.0601,116628,48,0.0015,11234240
2022年02月,台南市,19703634,3990,0.1204,31979,13,0.0643,11154747,7040,0.1449,30890360
2022年02月,高雄市,8666669,8251,0.0529,92347,44,0.1856,10681824,5986,0.1387,19440840
2022年02月,宜蘭縣,2074334,1018,0.0127,13319,2,0.0268,2787279,1153,0.0362,4874932
2022年02月,新竹縣,1220799,378,0.0075,47440,4,0.0954,220281,80,0.0029,1488520
2022年02月,苗栗縣,2238442,1106,0.0137,3606,3,0.0072,39657,31,0.0005,2281705
2022年02月,彰化縣,31584467,19475,0.1929,51939,17,0.1044,3433000,2528,0.0446,35069406
2022年02月,南投縣,7686546,3188,0.047,29067,12,0.0584,39257,18,0.0005,7754870
2022年02月,雲林縣,22865654,7611,0.1397,4934,4,0.0099,8390553,7202,0.109,31261141
2022年02月,嘉義縣,15337929,11060,0.0937,0,2,0,5007981,6453,0.065,20345910
2022年02月,屏東縣,32224494,18595,0.1968,29731,20,0.0598,31966073,8618,0.4151,64220298
2022年02月,台東縣,1480711,984,0.009,0,0,0,1013393,183,0.0132,2494104
2022年02月,花蓮縣,1240578,874,0.0076,1120,3,0.0023,731849,163,0.0095,1973547
2022年02月,基隆市,5908,7,0,0,0,0,7396,2,0.0001,13304
2022年02月,新竹市,555009,222,0.0034,0,0,0,138702,20,0.0018,693711
2022年02月,嘉義市,575486,479,0.0035,0,0,0,20357,2,0.0003,595843
2022年02月,澎湖縣,96326,889,0.0006,0,0,0,262334,69,0.0034,358660
2022年02月,金門縣,223829,1454,0.0014,166,1,0.0003,88743,23,0.0012,312738
2022年02月,連江縣,1171,3,0,0,0,0,5267,2,0.0001,6438
2022年02月,合計,163704537,85015,1,497445,214,1,77001632,39837,1,241203614
2022年01月,新北市,1662023,676,0.0101,376349,87,0.4846,308597,102,0.0039,2346969
2022年01月,台北市,925241,81,0.0056,1160,1,0.0015,43727,2,0.0006,970128
2022年01月,桃園市,2785546,893,0.017,11667,5,0.015,574436,107,0.0072,3371649
2022年01月,台中市,11861651,3605,0.0722,67855,35,0.0874,116867,49,0.0015,12046373
2022年01月,台南市,19707799,3962,0.12,33009,14,0.0425,12191037,7045,0.1537,31931845
2022年01月,高雄市,8855861,8331,0.0539,91368,41,0.1176,11356026,5985,0.1431,20303255
2022年01月,宜蘭縣,2030260,989,0.0124,15065,5,0.0194,2805214,1151,0.0354,4850539
2022年01月,新竹縣,1438095,445,0.0088,79520,5,0.1024,206045,76,0.0026,1723660
2022年01月,苗栗縣,2224715,1106,0.0135,4920,2,0.0063,47570,35,0.0006,2277205
2022年01月,彰化縣,32782577,19452,0.1997,35251,27,0.0454,3445082,2505,0.0434,36262910
2022年01月,南投縣,8011808,3051,0.0488,20366,10,0.0262,41560,20,0.0005,8073734
2022年01月,雲林縣,22193562,7589,0.1352,4894,4,0.0063,8944817,7200,0.1128,31143273
2022年01月,嘉義縣,13824799,11179,0.0842,1447,4,0.0019,5580540,6449,0.0703,19406786
2022年01月,屏東縣,31686653,18599,0.193,32204,18,0.0415,31441439,8620,0.3963,63160296
2022年01月,台東縣,1536417,986,0.0094,0,0,0,989483,182,0.0125,2525900
2022年01月,花蓮縣,1319083,871,0.008,1357,3,0.0017,722468,162,0.0091,2042908
2022年01月,基隆市,4095,4,0,0,0,0,1597,2,0,5692
2022年01月,新竹市,544607,210,0.0033,0,0,0,138407,19,0.0017,683014
2022年01月,嘉義市,485081,413,0.003,0,0,0,16890,3,0.0002,501971
2022年01月,澎湖縣,92326,891,0.0006,0,0,0,268309,71,0.0034,360635
2022年01月,金門縣,226196,1449,0.0014,264,1,0.0003,86778,23,0.0011,313238
2022年01月,連江縣,903,3,0,0,0,0,4801,2,0.0001,5704
2022年01月,合計,164199298,84785,1,776696,262,1,79331690,39810,1,244307684
2021年12月,新北市,1374817,699,0.008,169387,55,0.3082,337710,110,0.004,1881914
2021年12月,台北市,953818,68,0.0056,5450,3,0.0099,41885,2,0.0005,1001153
2021年12月,桃園市,3039485,881,0.0177,10280,4,0.0187,559869,105,0.0066,3609634
2021年12月,台中市,12786776,3787,0.0746,35735,30,0.065,121456,49,0.0014,12943967
2021年12月,台南市,19771203,3984,0.1153,26076,13,0.0475,14066534,7044,0.1663,33863813
2021年12月,高雄市,8262969,8181,0.0482,108780,45,0.1979,12234634,5982,0.1447,20606383
2021年12月,宜蘭縣,2023815,1015,0.0118,12119,2,0.0221,3073921,1157,0.0363,5109855
2021年12月,新竹縣,1345223,379,0.0078,47800,4,0.087,220724,78,0.0026,1613747
2021年12月,苗栗縣,2656331,1104,0.0155,1982,3,0.0036,48620,31,0.0006,2706933
2021年12月,彰化縣,35573370,19482,0.2074,51566,17,0.0938,3595766,2527,0.0425,39220702
2021年12月,南投縣,8893809,3168,0.0519,33963,13,0.0618,43469,18,0.0005,8971241
2021年12月,雲林縣,23582222,7599,0.1375,4663,4,0.0085,10042568,7190,0.1187,33629453
2021年12月,嘉義縣,14692825,11059,0.0857,158,2,0.0003,6867042,6453,0.0812,21560025
2021年12月,屏東縣,31848671,18597,0.1857,40225,20,0.0732,30995173,8618,0.3665,62884069
2021年12月,台東縣,1690748,983,0.0099,0,0,0,1046752,183,0.0124,2737500
2021年12月,花蓮縣,1506796,866,0.0088,1040,3,0.0019,733990,167,0.0087,2241826
2021年12月,基隆市,5521,7,0,0,0,0,5834,2,0.0001,11355
2021年12月,新竹市,587748,221,0.0034,0,0,0,139141,19,0.0016,726889
2021年12月,嘉義市,580973,475,0.0034,0,0,0,14482,2,0.0002,595455
2021年12月,澎湖縣,96786,890,0.0006,0,0,0,287252,68,0.0034,384038
2021年12月,金門縣,222971,1447,0.0013,310,1,0.0006,89305,23,0.0011,312586
2021年12月,連江縣,919,3,0,0,0,0,5934,2,0.0001,6853
2021年12月,合計,171497796,84895,1,549534,219,1,84572061,39830,1,256619391
2021年11月,新北市,1820614,681,0.0098,414330,84,0.4933,310611,102,0.0035,2545555
2021年11月,台北市,965845,81,0.0052,1720,1,0.002,45606,3,0.0005,1013171
2021年11月,桃園市,3056398,881,0.0164,15429,5,0.0184,618347,108,0.007,3690174
2021年11月,台中市,13933093,3609,0.0747,72585,35,0.0864,123369,49,0.0014,14129047
2021年11月,台南市,21841112,3950,0.1171,37118,14,0.0442,15534597,7044,0.1758,37412827
2021年11月,高雄市,8505659,8294,0.0456,100598,42,0.1198,12154531,5986,0.1375,20760788
2021年11月,宜蘭縣,2174782,980,0.0117,20262,5,0.0241,3712452,1155,0.042,5907496
2021年11月,新竹縣,1809017,444,0.0097,80400,5,0.0957,224293,75,0.0025,2113710
2021年11月,苗栗縣,2784761,1106,0.0149,3640,2,0.0043,65614,37,0.0007,2854015
2021年11月,彰化縣,41344521,19452,0.2217,39652,27,0.0472,4108393,2502,0.0465,45492566
2021年11月,南投縣,9378489,3023,0.0503,25813,9,0.0307,51350,20,0.0006,9455652
2021年11月,雲林縣,25947931,7580,0.1392,7287,4,0.0087,11673131,7181,0.1321,37628349
2021年11月,嘉義縣,16526070,11181,0.0886,1593,4,0.0019,8057401,6453,0.0912,24585064
2021年11月,屏東縣,31724807,18614,0.1701,17849,18,0.0213,29418598,8622,0.3328,61161254
2021年11月,台東縣,1715783,983,0.0092,0,0,0,964067,180,0.0109,2679850
2021年11月,花蓮縣,1343787,867,0.0072,1262,3,0.0015,757474,162,0.0086,2102523
2021年11月,基隆市,4328,4,0,0,0,0,1008,2,0,5336
2021年11月,新竹市,645383,212,0.0035,0,0,0,140655,19,0.0016,786038
2021年11月,嘉義市,587170,412,0.0031,0,0,0,7992,3,0.0001,595162
2021年11月,澎湖縣,103942,891,0.0006,0,0,0,310545,72,0.0035,414487
2021年11月,金門縣,240994,1445,0.0013,341,1,0.0004,101932,23,0.0012,343267
2021年11月,連江縣,945,3,0,0,0,0,5805,2,0.0001,6750
2021年11月,合計,186455431,84693,1,839879,259,1,88387771,39800,1,275683081
2021年10月,新北市,1847903,729,0.0084,190826,55,0.3054,350182,110,0.0036,2388911
2021年10月,台北市,1199811,68,0.0055,9096,3,0.0146,42297,2,0.0004,1251204
2021年10月,桃園市,4772073,875,0.0218,12676,4,0.0203,629851,104,0.0064,5414600
2021年10月,台中市,16237567,3793,0.0742,45965,31,0.0736,142965,50,0.0015,16426497
2021年10月,台南市,25534334,3973,0.1167,41025,13,0.0657,16672756,7042,0.1706,42248115
2021年10月,高雄市,9309680,8119,0.0426,110428,44,0.1767,12750951,5987,0.1305,22171059
2021年10月,宜蘭縣,2867809,1010,0.0131,16027,2,0.0256,4822252,1159,0.0493,7706088
2021年10月,新竹縣,1993580,378,0.0091,47480,4,0.076,284580,77,0.0029,2325640
2021年10月,苗栗縣,3349856,1101,0.0153,1917,3,0.0031,70116,33,0.0007,3421889
2021年10月,彰化縣,49682918,19498,0.2272,66089,18,0.1058,5013330,2521,0.0513,54762337
2021年10月,南投縣,10562395,3140,0.0483,22603,13,0.0362,57695,18,0.0006,10642693
2021年10月,雲林縣,31495498,7592,0.144,8901,4,0.0142,13112427,7176,0.1342,44616826
2021年10月,嘉義縣,18924244,11061,0.0865,0,2,0,9407699,6459,0.0963,28331943
2021年10月,屏東縣,35454765,18606,0.1621,50152,20,0.0803,31683656,8615,0.3242,67188573
2021年10月,台東縣,1895502,981,0.0087,0,0,0,1068974,181,0.0109,2964476
2021年10月,花蓮縣,1621052,866,0.0074,1440,3,0.0023,923768,166,0.0095,2546260
2021年10月,基隆市,8377,7,0,0,0,0,6384,2,0.0001,14761
2021年10月,新竹市,806435,221,0.0037,0,0,0,191002,19,0.002,997437
2021年10月,嘉義市,738530,472,0.0034,0,0,0,8949,2,0.0001,747479
2021年10月,澎湖縣,120278,889,0.0005,0,0,0,354397,69,0.0036,474675
2021年10月,金門縣,285885,1439,0.0013,210,1,0.0003,129192,22,0.0013,415287
2021年10月,連江縣,1038,3,0,0,0,0,9273,2,0.0001,10311
2021年10月,合計,218709530,84821,1,624835,220,1,97732696,39816,1,317067061
2021年09月,新北市,2183039,689,0.0104,469566,85,0.4973,335680,103,0.0036,2988285
2021年09月,台北市,1246985,80,0.006,2000,1,0.0021,42057,3,0.0004,1291042
2021年09月,桃園市,4403020,866,0.0211,14972,5,0.0159,609701,107,0.0065,5027693
2021年09月,台中市,16070560,3595,0.0768,79429,35,0.0841,122007,50,0.0013,16271996
2021年09月,台南市,24582670,3947,0.1175,62861,14,0.0666,16450267,7048,0.1754,41095798
2021年09月,高雄市,9099510,8232,0.0435,130572,42,0.1383,12603153,5987,0.1344,21833235
2021年09月,宜蘭縣,2883947,981,0.0138,16719,5,0.0177,4944905,1157,0.0527,7845571
2021年09月,新竹縣,2220327,444,0.0106,77800,5,0.0824,259372,75,0.0028,2557499
2021年09月,苗栗縣,3183341,1105,0.0152,3200,2,0.0034,85756,37,0.0009,3272297
2021年09月,彰化縣,47908914,19453,0.2291,41469,27,0.0439,4790792,2499,0.0511,52741175
2021年09月,南投縣,9121684,2998,0.0436,7207,9,0.0076,57227,20,0.0006,9186118
2021年09月,雲林縣,29885868,7571,0.1429,7166,4,0.0076,12816519,7177,0.1367,42709553
2021年09月,嘉義縣,17966350,11174,0.0859,1581,4,0.0017,9110023,6450,0.0971,27077954
2021年09月,屏東縣,33069295,18617,0.1581,27247,18,0.0289,28838533,8619,0.3075,61935075
2021年09月,台東縣,1847969,978,0.0088,0,0,0,1086506,181,0.0116,2934475
2021年09月,花蓮縣,1725617,863,0.0083,2242,3,0.0024,942993,162,0.0101,2670852
2021年09月,基隆市,4493,4,0,0,0,0,1220,2,0,5713
2021年09月,新竹市,780732,211,0.0037,0,0,0,176794,19,0.0019,957526
2021年09月,嘉義市,608851,409,0.0029,0,0,0,8757,3,0.0001,617608
2021年09月,澎湖縣,117196,891,0.0006,0,0,0,369744,70,0.0039,486940
2021年09月,金門縣,246855,1437,0.0012,133,1,0.0001,129226,22,0.0014,376214
2021年09月,連江縣,783,3,0,0,0,0,8848,2,0.0001,9631
2021年09月,合計,209158006,84548,1,944164,260,1,93790080,39793,1,303892250
2021年08月,新北市,1892916,749,0.0093,174830,56,0.314,343797,110,0.0039,2411543
2021年08月,台北市,1242101,63,0.0061,8824,3,0.0159,41167,2,0.0005,1292092
2021年08月,桃園市,4542589,864,0.0222,9101,4,0.0163,540968,104,0.0061,5092658
2021年08月,台中市,15551815,3773,0.076,43219,31,0.0776,120325,51,0.0013,15715359
2021年08月,台南市,23774972,3977,0.1162,53051,13,0.0953,15142048,7039,0.1698,38970071
2021年08月,高雄市,8779562,8095,0.0429,98436,44,0.1768,11507371,5980,0.1291,20385369
2021年08月,宜蘭縣,2897114,1010,0.0142,13305,2,0.0239,4617931,1161,0.0518,7528350
2021年08月,新竹縣,1936790,374,0.0095,34520,4,0.062,241119,79,0.0027,2212429
2021年08月,苗栗縣,3138441,1100,0.0153,1832,3,0.0033,66149,33,0.0007,3206422
2021年08月,彰化縣,47688321,19495,0.2331,63743,18,0.1145,4525929,2518,0.0508,52277993
2021年08月,南投縣,8750493,3124,0.0428,11654,13,0.0209,51498,18,0.0006,8813645
2021年08月,雲林縣,28828956,7582,0.1409,8343,4,0.015,12131866,7167,0.1361,40969165
2021年08月,嘉義縣,17474085,11057,0.0854,79,2,0.0001,8560837,6455,0.096,26035001
2021年08月,屏東縣,32769789,18605,0.1601,33735,20,0.0606,28709688,8618,0.322,61513212
2021年08月,台東縣,1783987,976,0.0087,0,0,0,995043,182,0.0112,2779030
2021年08月,花蓮縣,1753298,858,0.0086,1316,3,0.0024,904881,165,0.0101,2659495
2021年08月,基隆市,8018,7,0,0,0,0,5580,2,0.0001,13598
2021年08月,新竹市,805512,233,0.0039,0,0,0,159651,19,0.0018,965163
2021年08月,嘉義市,623085,473,0.003,0,0,0,8281,2,0.0001,631366
2021年08月,澎湖縣,113165,889,0.0006,0,0,0,355459,69,0.004,468624
2021年08月,金門縣,264888,1431,0.0013,714,1,0.0013,125590,21,0.0014,391192
2021年08月,連江縣,976,3,0,0,0,0,6032,2,0.0001,7008
2021年08月,合計,204620873,84738,1,556702,221,1,89161210,39797,1,294338785
2021年07月,新北市,1986438,679,0.0098,419881,85,0.4752,340997,102,0.004,2747316
2021年07月,台北市,1224904,79,0.006,1960,1,0.0022,37576,3,0.0004,1264440
2021年07月,桃園市,4226343,863,0.0208,12602,5,0.0143,533454,107,0.0063,4772399
2021年07月,台中市,14811162,3582,0.073,71578,35,0.081,112083,49,0.0013,14994823
2021年07月,台南市,23758190,3942,0.1171,67524,14,0.0764,14176832,7055,0.1671,38002546
2021年07月,高雄市,8895380,8218,0.0438,121400,42,0.1374,11009522,5982,0.1297,20026302
2021年07月,宜蘭縣,3199641,978,0.0158,12449,5,0.0141,4403982,1158,0.0519,7616072
2021年07月,新竹縣,2054210,440,0.0101,69440,5,0.0786,226887,77,0.0027,2350537
2021年07月,苗栗縣,3057598,1102,0.0151,2000,2,0.0023,74580,37,0.0009,3134178
2021年07月,彰化縣,45823698,19455,0.2258,44062,27,0.0499,4184687,2496,0.0493,50052447
2021年07月,南投縣,8481092,2984,0.0418,15064,9,0.017,56211,20,0.0007,8552367
2021年07月,雲林縣,29634374,7561,0.146,10190,4,0.0115,11395264,7160,0.1343,41039828
2021年07月,嘉義縣,17359265,11175,0.0855,1767,4,0.002,7776623,6462,0.0916,25137655
2021年07月,屏東縣,32967772,18624,0.1624,31742,18,0.0359,28227149,8615,0.3327,61226663
2021年07月,台東縣,1901162,978,0.0094,0,0,0,899968,178,0.0106,2801130
2021年07月,花蓮縣,1858332,854,0.0092,1842,3,0.0021,825006,161,0.0097,2685180
2021年07月,基隆市,4172,4,0,0,0,0,776,2,0,4948
2021年07月,新竹市,759917,223,0.0037,0,0,0,152044,19,0.0018,911961
2021年07月,嘉義市,625761,410,0.0031,0,0,0,8034,3,0.0001,633795
2021年07月,澎湖縣,111931,892,0.0006,0,0,0,328586,70,0.0039,440517
2021年07月,金門縣,227038,1425,0.0011,76,1,0.0001,78553,19,0.0009,305667
2021年07月,連江縣,635,3,0,0,0,0,4959,2,0.0001,5594
2021年07月,合計,202969015,84471,1,883577,260,1,84853773,39777,1,288706365
2021年06月,新北市,1745501,763,0.0084,158590,56,0.2852,322594,110,0.0038,2226685
2021年06月,台北市,1175600,63,0.0056,5875,3,0.0106,38364,3,0.0004,1219839
2021年06月,桃園市,4097815,867,0.0196,7041,4,0.0127,530613,103,0.0062,4635469
2021年06月,台中市,14773675,3766,0.0708,37733,31,0.0679,122276,50,0.0014,14933684
2021年06月,台南市,23441671,3958,0.1123,58111,13,0.1045,13316622,7057,0.1559,36816404
2021年06月,高雄市,9487573,8067,0.0455,110076,44,0.1979,10826002,5974,0.1267,20423651
2021年06月,宜蘭縣,2898386,1008,0.0139,11251,2,0.0202,4075328,1160,0.0477,6984965
2021年06月,新竹縣,1642138,372,0.0079,28560,4,0.0514,228476,79,0.0027,1899174
2021年06月,苗栗縣,3241433,1095,0.0155,1822,3,0.0033,62826,34,0.0007,3306081
2021年06月,彰化縣,44299156,19497,0.2123,58981,18,0.1061,4247185,2519,0.0497,48605322
2021年06月,南投縣,9763928,3099,0.0468,20363,13,0.0366,52303,18,0.0006,9836594
2021年06月,雲林縣,30342312,7572,0.1454,7473,4,0.0134,12364464,7152,0.1447,42714249
2021年06月,嘉義縣,20339133,11054,0.0975,111,2,0.0002,7438072,6465,0.0871,27777316
2021年06月,屏東縣,36076975,18627,0.1729,48414,20,0.0871,29658245,8617,0.3471,65783634
2021年06月,台東縣,1846418,977,0.0088,0,0,0,874796,177,0.0102,2721214
2021年06月,花蓮縣,1642361,852,0.0079,1574,3,0.0028,741840,165,0.0087,2385775
2021年06月,基隆市,5927,7,0,0,0,0,4774,2,0.0001,10701
2021年06月,新竹市,824903,236,0.004,0,0,0,148075,19,0.0017,972978
2021年06月,嘉義市,728777,473,0.0035,0,0,0,7553,2,0.0001,736330
2021年06月,澎湖縣,110303,891,0.0005,0,0,0,303453,69,0.0036,413756
2021年06月,金門縣,214878,1424,0.001,119,1,0.0002,69465,19,0.0008,284462
2021年06月,連江縣,897,3,0,0,0,0,4277,2,0.0001,5174
2021年06月,合計,208699760,84671,1,556094,221,1,85437603,39796,1,294693457
2021年05月,新北市,1746047,679,0.009,352274,84,0.4119,277284,101,0.0033,2375605
2021年05月,台北市,1168428,78,0.006,1400,1,0.0016,49632,6,0.0006,1219460
2021年05月,桃園市,3543947,859,0.0182,10936,5,0.0128,554663,106,0.0067,4109546
2021年05月,台中市,14636667,3575,0.0753,65884,35,0.077,122804,49,0.0015,14825355
2021年05月,台南市,21364149,3923,0.11,61462,14,0.0719,12413038,7056,0.1499,33838649
2021年05月,高雄市,9815344,8196,0.0505,164179,42,0.192,10912641,5975,0.1318,20892164
2021年05月,宜蘭縣,2448380,972,0.0126,16186,5,0.0189,3792688,1159,0.0458,6257254
2021年05月,新竹縣,1709781,439,0.0088,79040,5,0.0924,226047,77,0.0027,2014868
2021年05月,苗栗縣,2954418,1096,0.0152,1920,2,0.0022,68071,38,0.0008,3024409
2021年05月,彰化縣,38406259,19462,0.1977,38030,27,0.0445,3810335,2495,0.046,42254624
2021年05月,南投縣,10137820,2967,0.0522,31610,9,0.037,49014,20,0.0006,10218444
2021年05月,雲林縣,27081050,7555,0.1394,7504,4,0.0088,11539619,7158,0.1393,38628173
2021年05月,嘉義縣,18464243,11168,0.095,1617,4,0.0019,6820373,6461,0.0824,25286233
2021年05月,屏東縣,35864769,18636,0.1846,21458,18,0.0251,29995763,8619,0.3622,65881990
2021年05月,台東縣,1755815,979,0.009,0,0,0,929169,177,0.0112,2684984
2021年05月,花蓮縣,1449600,849,0.0075,1689,3,0.002,719990,161,0.0087,2171279
2021年05月,基隆市,3457,4,0,0,0,0,877,2,0,4334
2021年05月,新竹市,798548,221,0.0041,0,0,0,161429,19,0.0019,959977
2021年05月,嘉義市,606770,410,0.0031,0,0,0,7642,3,0.0001,614412
2021年05月,澎湖縣,102947,894,0.0005,0,0,0,297680,70,0.0036,400627
2021年05月,金門縣,213516,1422,0.0011,114,1,0.0001,54813,20,0.0007,268443
2021年05月,連江縣,557,3,0,0,0,0,6841,2,0.0001,7398
2021年05月,合計,194272512,84387,1,855303,259,1,82810413,39774,1,277938228
2021年04月,新北市,1621037,769,0.0092,141916,61,0.2656,263039,107,0.0034,2025992
2021年04月,台北市,1002554,62,0.0057,4002,3,0.0075,36335,3,0.0005,1042891
2021年04月,桃園市,3410593,868,0.0193,6724,4,0.0126,505678,104,0.0065,3922995
2021年04月,台中市,13213507,3755,0.0749,36748,30,0.0688,120659,50,0.0016,13370914
2021年04月,台南市,19394528,3953,0.1099,42365,13,0.0793,11289831,7055,0.1453,30726724
2021年04月,高雄市,9002972,8042,0.051,111940,44,0.2095,11020902,5970,0.1418,20135814
2021年04月,宜蘭縣,2222890,998,0.0126,13054,2,0.0244,3238099,1161,0.0417,5474043
2021年04月,新竹縣,1317455,371,0.0075,45680,4,0.0855,215591,79,0.0028,1578726
2021年04月,苗栗縣,2546118,1091,0.0144,2039,3,0.0038,51934,34,0.0007,2600091
2021年04月,彰化縣,34348138,19495,0.1946,49424,18,0.0925,3550169,2518,0.0457,37947731
2021年04月,南投縣,9394076,3083,0.0532,31421,12,0.0588,45353,18,0.0006,9470850
2021年04月,雲林縣,24379305,7573,0.1381,4708,4,0.0088,9633814,7148,0.1239,34017827
2021年04月,嘉義縣,16161851,11051,0.0916,103,2,0.0002,5804616,6464,0.0747,21966570
2021年04月,屏東縣,33922607,18625,0.1922,42788,20,0.0801,29882861,8619,0.3845,63848256
2021年04月,台東縣,1604550,976,0.0091,0,0,0,925676,179,0.0119,2530226
2021年04月,花蓮縣,1323816,845,0.0075,1255,3,0.0023,675474,165,0.0087,2000545
2021年04月,基隆市,4953,7,0,0,0,0,4466,2,0.0001,9419
2021年04月,新竹市,739895,235,0.0042,0,0,0,151191,19,0.0019,891086
2021年04月,嘉義市,597902,472,0.0034,0,0,0,9103,2,0.0001,607005
2021年04月,澎湖縣,100426,893,0.0006,0,0,0,252411,68,0.0032,352837
2021年04月,金門縣,220847,1419,0.0013,190,1,0.0004,42080,20,0.0005,263117
2021年04月,連江縣,1039,3,0,0,0,0,6665,2,0.0001,7704
2021年04月,合計,176531059,84586,1,534357,224,1,77725947,39787,1,254791363
2021年03月,新北市,1628774,680,0.0091,324080,83,0.4016,304233,98,0.0037,2257087
2021年03月,台北市,1170297,76,0.0065,1360,1,0.0017,47122,6,0.0006,1218779
2021年03月,桃園市,3193614,862,0.0178,10555,5,0.0131,508102,106,0.0061,3712271
2021年03月,台中市,13038106,3573,0.0725,72530,34,0.0899,117864,49,0.0014,13228500
2021年03月,台南市,20342108,3924,0.1131,40930,14,0.0507,11674472,7083,0.1401,32057510
2021年03月,高雄市,9395498,8179,0.0522,173156,42,0.2146,11955135,5975,0.1435,21523789
2021年03月,宜蘭縣,2190101,963,0.0122,16348,5,0.0203,3182258,1158,0.0382,5388707
2021年03月,新竹縣,1558753,441,0.0087,76880,5,0.0953,201350,77,0.0024,1836983
2021年03月,苗栗縣,2550422,1092,0.0142,2360,2,0.0029,57186,38,0.0007,2609968
2021年03月,彰化縣,34257242,19468,0.1905,35730,27,0.0443,3686655,2495,0.0442,37979627
2021年03月,南投縣,8943498,2945,0.0497,24269,8,0.0301,52856,20,0.0006,9020623
2021年03月,雲林縣,24685423,7558,0.1373,7220,4,0.0089,10449470,7153,0.1254,35142113
2021年03月,嘉義縣,17231992,11176,0.0958,1864,4,0.0023,5392641,6458,0.0647,22626497
2021年03月,屏東縣,34938127,18628,0.1943,18249,18,0.0226,33304927,8627,0.3997,68261303
