日期,縣市,地方政府電力售電量(度),地方政府電力抄表戶數,地方政府電力用電佔比(%),地方政府電燈(營業)售電量(度),地方政府電燈(營業)抄表戶數,地方政府電燈(營業)用電佔比(%),地方政府電燈(非營業)售電量(度),地方政府電燈(非營業)抄表戶數,地方政府電燈(非營業)用電佔比(%),中央政府電力售電量(度),中央政府電力抄表戶數,中央政府電力用電佔比(%),中央政府電燈(營業)售電量(度),中央政府電燈(營業)抄表戶數,中央政府電燈(營業)用電佔比(%),中央政府電燈(非營業)售電量(度),中央政府電燈(非營業)抄表戶數,中央政府電燈(非營業)用電佔比(%),包燈售電量(度),包燈抄表戶數,包燈用電佔比(%),大專院校電力售電量(度),大專院校電力抄表戶數,大專院校電力用電佔比(%),大專院校電燈(營業)售電量(度),大專院校電燈(營業)抄表戶數,大專院校電燈(營業)用電佔比(%),大專院校電燈(非營業)售電量(度),大專院校電燈(非營業)抄表戶數,大專院校電燈(非營業)用電佔比(%),合計售電量(度)
2020年01月,彰化縣,1725337,108,0.0211,31517,9,0.0492,2320709,658,0.0773,1735359,43,0.0209,0,0,0,130038,102,0.0408,12755270,10006,0.0692,2109128,10,0.0179,0,0,0,22632,7,0.0484,20829990
2020年01月,南投縣,923267,66,0.0113,1397,1,0.0022,966723,188,0.0322,1560236,56,0.0188,7657,1,0.0558,80686,46,0.0253,5264257,4435,0.0286,1000569,3,0.0085,0,0,0,0,0,0,9804792
2020年01月,雲林縣,717211,53,0.0088,23569,16,0.0368,1691240,511,0.0563,828398,36,0.01,0,0,0,75082,70,0.0235,7136294,7814,0.0387,2554308,7,0.0216,0,0,0,40,1,0.0001,13026142
2020年01月,嘉義縣,651560,54,0.008,3884,4,0.0061,1730763,569,0.0576,454797,21,0.0055,22880,1,0.1668,47191,51,0.0148,5319246,3390,0.0289,2937144,9,0.0249,0,0,0,520,2,0.0011,11167985
2020年01月,屏東縣,717978,88,0.0088,14496,14,0.0226,1898261,503,0.0632,3898356,78,0.0469,6160,4,0.0449,92366,135,0.029,7621510,5259,0.0414,3143902,13,0.0266,0,0,0,30255,6,0.0647,17423284
2020年01月,台東縣,604207,54,0.0074,12268,12,0.0192,800959,406,0.0267,1738423,55,0.0209,9295,4,0.0678,230136,139,0.0721,1889851,1419,0.0103,705602,6,0.006,0,0,0,13085,4,0.028,6003826
2020年01月,花蓮縣,719990,56,0.0088,200286,25,0.3127,1166004,496,0.0388,1209181,51,0.0145,2240,1,0.0163,196663,179,0.0616,6977398,3692,0.0379,2736127,10,0.0232,0,0,0,8235,9,0.0176,13216124
2020年01月,基隆市,1088979,70,0.0133,0,0,0,223820,51,0.0075,1123122,33,0.0135,0,0,0,37332,20,0.0117,1811385,1666,0.0098,1504600,5,0.0127,0,0,0,50080,1,0.1071,5839318
2020年01月,新竹市,1838398,75,0.0225,12503,1,0.0195,393915,79,0.0131,2783994,43,0.0335,0,0,0,57834,18,0.0181,2186015,2437,0.0119,8392954,12,0.0711,0,0,0,0,0,0,15665613
2020年01月,嘉義市,781066,35,0.0095,5720,1,0.0089,257264,53,0.0086,710822,24,0.0085,0,0,0,130035,41,0.0408,1332799,2109,0.0072,1385620,10,0.0117,0,0,0,1591,2,0.0034,4604917
2020年01月,澎湖縣,645461,50,0.0079,2573,2,0.004,130719,40,0.0044,1097576,37,0.0132,13649,3,0.0995,62956,53,0.0197,1384718,898,0.0075,228080,3,0.0019,0,0,0,22938,53,0.0491,3588670
2020年01月,金門縣,796129,60,0.0097,0,0,0,300117,83,0.01,598142,29,0.0072,8327,6,0.0607,115714,44,0.0363,711930,1006,0.0039,357720,3,0.003,0,0,0,1523,2,0.0033,2889602
2020年01月,連江縣,144480,11,0.0018,2753,4,0.0043,198542,56,0.0066,151640,8,0.0018,9172,3,0.0669,55849,24,0.0175,251765,222,0.0014,0,0,0,0,0,0,0,0,0,814201
2020年01月,合計,81881325,3121,1,640478,218,1,30037724,8653,1,83201565,1354,1,137175,47,1,3190385,1947,1,184235441,175003,1,118054903,397,1,43494,6,1,467443,322,1,501889933
2019年12月,新北市,16548673,514,0.1772,48857,8,0.0714,2520977,922,0.0816,7085399,89,0.0767,1371,3,0.0108,259350,117,0.0787,14993286,24511,0.0813,12346660,32,0.0801,0,0,0,6720,1,0.0125,53811293
2019年12月,台北市,31022502,447,0.3322,26220,9,0.0383,928363,289,0.03,28466880,208,0.3082,18612,4,0.1462,332718,82,0.101,10725088,24687,0.0582,39418513,110,0.2558,3745,3,0.5934,267362,272,0.4962,111210003
2019年12月,桃園市,5339795,200,0.0572,4520,1,0.0066,2313135,316,0.0749,6089313,56,0.0659,0,0,0,157051,49,0.0477,18385413,14720,0.0997,17219392,25,0.1117,0,0,0,0,0,0,49508619
2019年12月,台中市,7410598,287,0.0794,71905,8,0.1051,4100332,463,0.1327,8909589,128,0.0965,5121,2,0.0402,259605,153,0.0788,21868529,22111,0.1186,14953944,43,0.097,2566,1,0.4066,121701,15,0.2259,57703890
2019年12月,台南市,5010234,244,0.0537,68783,38,0.1005,2895322,1180,0.0937,4270725,115,0.0462,1640,1,0.0129,178402,122,0.0541,19099894,11994,0.1036,9190351,24,0.0596,0,0,0,525,2,0.001,40715876
2019年12月,高雄市,11396099,474,0.122,64700,48,0.0945,1949827,478,0.0631,13935057,147,0.1509,50291,7,0.395,203539,151,0.0618,26254756,18472,0.1424,20362762,51,0.1321,0,0,0,1520,3,0.0028,74218551
2019年12月,宜蘭縣,1075679,49,0.0115,79419,6,0.116,968057,188,0.0313,1433619,36,0.0155,0,0,0,135162,59,0.041,6284290,4559,0.0341,2061765,7,0.0134,0,0,0,0,0,0,12037991
2019年12月,新竹縣,1705668,77,0.0183,3433,1,0.005,763480,136,0.0247,1067414,25,0.0116,0,0,0,53409,14,0.0162,6378779,4116,0.0346,1715060,9,0.0111,0,0,0,952,1,0.0018,11688195
2019年12月,苗栗縣,954011,57,0.0102,127413,17,0.1861,1514927,766,0.049,1423069,38,0.0154,0,0,0,77830,46,0.0236,6035206,5344,0.0327,1410092,4,0.0091,0,0,0,62000,3,0.1151,11604548
2019年12月,彰化縣,1951207,108,0.0209,30336,28,0.0443,2817326,658,0.0912,2054891,43,0.0222,0,0,0,222560,121,0.0675,12732926,9965,0.0691,2903648,10,0.0188,0,0,0,5680,1,0.0105,22718574
2019年12月,南投縣,1034862,66,0.0111,4158,4,0.0061,1674348,236,0.0542,1795693,56,0.0194,5674,2,0.0446,321258,103,0.0975,5207157,4425,0.0282,1355833,3,0.0088,0,0,0,0,0,0,11398983
2019年12月,雲林縣,857776,53,0.0092,17120,19,0.025,1602259,409,0.0519,989067,35,0.0107,0,0,0,68589,74,0.0208,7130332,7740,0.0387,3263124,7,0.0212,0,0,0,22889,9,0.0425,13951156
2019年12月,嘉義縣,766544,55,0.0082,2640,4,0.0039,1043477,353,0.0338,498048,22,0.0054,0,0,0,44894,49,0.0136,5308517,3371,0.0288,3982460,9,0.0258,0,0,0,23680,1,0.0439,11670260
2019年12月,屏東縣,850016,88,0.0091,15628,7,0.0228,1677733,410,0.0543,4157533,78,0.045,833,4,0.0065,133615,193,0.0405,7641722,5248,0.0414,4299820,13,0.0279,0,0,0,9798,15,0.0182,18786698
2019年12月,台東縣,664188,52,0.0071,7811,7,0.0114,868330,472,0.0281,1819550,55,0.0197,10150,3,0.0797,153871,120,0.0467,1950488,1409,0.0106,1099326,6,0.0071,0,0,0,7805,10,0.0145,6581519
2019年12月,花蓮縣,823997,56,0.0088,8839,3,0.0129,1033111,356,0.0334,1355939,51,0.0147,2480,1,0.0195,200388,113,0.0608,6708814,3675,0.0364,3589996,10,0.0233,0,0,0,0,0,0,13723564
2019年12月,基隆市,1299670,71,0.0139,0,0,0,356738,96,0.0115,1267070,33,0.0137,1920,1,0.0151,19514,11,0.0059,1798390,1661,0.0098,1914400,5,0.0124,0,0,0,0,0,0,6657702
2019年12月,新竹市,2095687,75,0.0224,18880,3,0.0276,289449,44,0.0094,2957314,42,0.032,647,2,0.0051,70900,15,0.0215,2185219,2436,0.0119,10509242,12,0.0682,0,0,0,0,0,0,18127338
2019年12月,嘉義市,913010,34,0.0098,13100,3,0.0191,516144,65,0.0167,843274,24,0.0091,0,0,0,107675,80,0.0327,1348451,2105,0.0073,1710800,10,0.0111,0,0,0,8165,6,0.0152,5460619
2019年12月,澎湖縣,648589,50,0.0069,17514,4,0.0256,396091,278,0.0128,1149575,38,0.0124,14793,9,0.1162,119530,112,0.0363,1383244,900,0.0075,328560,3,0.0021,0,0,0,0,0,0,4057896
2019年12月,金門縣,849386,61,0.0091,39693,42,0.058,537206,201,0.0174,643471,28,0.007,2040,2,0.016,88665,40,0.0269,711139,1001,0.0039,482560,3,0.0031,0,0,0,0,0,0,3354160
2019年12月,連江縣,155875,11,0.0017,13503,2,0.0197,130879,57,0.0042,152440,8,0.0017,11762,7,0.0924,86718,34,0.0263,265687,232,0.0014,0,0,0,0,0,0,0,0,0,816864
2019年12月,合計,93374066,3129,1,684472,262,1,30897511,8373,1,92364930,1355,1,127334,48,1,3295243,1858,1,184397327,174682,1,154118308,396,1,6311,4,1,538797,339,1,559804299
2019年11月,新北市,17106675,512,0.1722,42179,6,0.0523,2194286,711,0.0552,7305833,89,0.0757,5339,1,0.0275,267163,69,0.0625,14935223,24473,0.081,12640720,32,0.0768,0,0,0,16480,1,0.0265,54513898
2019年11月,台北市,30906540,448,0.3112,28341,11,0.0351,1344071,364,0.0338,29545782,208,0.306,18583,2,0.0957,1028335,304,0.2405,10934136,24652,0.0593,41112279,110,0.2499,48281,4,0.9235,266858,205,0.4297,115233206
2019年11月,桃園市,5489911,201,0.0553,25830,3,0.032,2668036,297,0.0671,6164928,56,0.0638,0,0,0,253947,39,0.0594,18370250,14578,0.0997,17463752,25,0.1062,0,0,0,611,3,0.001,50437265
2019年11月,台中市,8372060,288,0.0843,89818,14,0.1113,5875267,494,0.1477,9535129,127,0.0987,6054,2,0.0312,197634,58,0.0462,21302638,22005,0.1156,16324906,43,0.0992,0,0,0,21968,4,0.0354,61725474
2019年11月,台南市,5656668,244,0.057,42351,22,0.0525,3903873,1189,0.0982,4822679,116,0.0499,1560,1,0.008,212299,203,0.0497,19102910,11965,0.1036,10259571,24,0.0624,0,0,0,12009,7,0.0193,44013920
2019年11月,高雄市,13033545,476,0.1312,33567,50,0.0416,3517065,688,0.0884,14321221,147,0.1483,50934,16,0.2623,207034,123,0.0484,26245790,18445,0.1424,23196617,51,0.141,4000,2,0.0765,13892,7,0.0224,80623665
2019年11月,宜蘭縣,1150849,49,0.0116,47074,10,0.0584,1372688,230,0.0345,1432676,36,0.0148,7536,2,0.0388,265792,121,0.0622,6368577,4545,0.0346,2050528,7,0.0125,0,0,0,2240,2,0.0036,12697960
2019年11月,新竹縣,1857458,77,0.0187,35231,2,0.0437,1055143,163,0.0265,1096593,25,0.0114,0,0,0,6625,3,0.0015,6386766,4114,0.0347,1830920,9,0.0111,0,0,0,7947,2,0.0128,12276683
2019年11月,苗栗縣,1052911,57,0.0106,103417,11,0.1282,1850504,830,0.0465,1510721,36,0.0156,0,0,0,105893,107,0.0248,6052239,5318,0.0328,1474420,4,0.009,0,0,0,95520,4,0.1538,12245625
2019年11月,彰化縣,2317235,108,0.0233,38714,9,0.048,3027968,661,0.0761,2138917,43,0.0221,0,0,0,192431,102,0.045,12715616,9934,0.069,3339790,10,0.0203,0,0,0,30026,7,0.0484,23800697
2019年11月,南投縣,1221478,66,0.0123,1956,1,0.0024,1328034,188,0.0334,1964258,56,0.0203,7508,1,0.0387,94160,46,0.022,5253544,4420,0.0285,1442104,3,0.0088,0,0,0,0,0,0,11313042
2019年11月,雲林縣,1027042,53,0.0103,31592,16,0.0392,2336106,511,0.0587,1074459,38,0.0111,0,0,0,124165,70,0.029,7112201,7705,0.0386,3603408,7,0.0219,0,0,0,146,1,0.0002,15309119
2019年11月,嘉義縣,955040,55,0.0096,5581,4,0.0069,2368809,569,0.0596,547046,23,0.0057,32080,1,0.1652,57170,50,0.0134,5286696,3364,0.0287,4469824,9,0.0272,0,0,0,776,2,0.0012,13723022
2019年11月,屏東縣,1037139,89,0.0104,17795,14,0.0221,2421098,505,0.0609,4486524,78,0.0465,5920,4,0.0305,119410,136,0.0279,7649722,5224,0.0415,4774376,13,0.029,0,0,0,32617,6,0.0525,20544601
2019年11月,台東縣,757711,53,0.0076,14505,13,0.018,1006063,404,0.0253,1918587,55,0.0199,11056,4,0.0569,268968,139,0.0629,1892619,1389,0.0103,1153065,6,0.007,0,0,0,18651,4,0.03,7041225
2019年11月,花蓮縣,857374,56,0.0086,213813,25,0.265,1439409,498,0.0362,1468813,51,0.0152,2880,1,0.0148,248748,179,0.0582,6962778,3664,0.0378,3750474,10,0.0228,0,0,0,13383,9,0.0216,14957672
2019年11月,基隆市,1373137,71,0.0138,0,0,0,281173,51,0.0071,1345235,33,0.0139,0,0,0,52307,20,0.0122,1868152,1666,0.0101,1943800,5,0.0118,0,0,0,59680,1,0.0961,6923484
2019年11月,新竹市,2182417,75,0.022,16560,1,0.0205,523205,79,0.0132,2919751,43,0.0302,0,0,0,82980,18,0.0194,2178993,2437,0.0118,10970014,12,0.0667,0,0,0,0,0,0,18873920
2019年11月,嘉義市,1098792,34,0.0111,10480,1,0.013,335796,54,0.0084,935496,24,0.0097,0,0,0,201199,41,0.0471,1328190,2108,0.0072,1905500,10,0.0116,0,0,0,1867,2,0.003,5817320
2019年11月,澎湖縣,753582,51,0.0076,3226,2,0.004,228883,40,0.0058,1191244,38,0.0123,22505,3,0.1159,63851,48,0.0149,1383892,882,0.0075,350720,3,0.0021,0,0,0,24141,53,0.0389,4022044
2019年11月,金門縣,953986,61,0.0096,0,0,0,454922,83,0.0114,700253,28,0.0073,11412,6,0.0588,167871,45,0.0393,713255,1000,0.0039,458080,3,0.0028,0,0,0,2172,2,0.0035,3461951
2019年11月,連江縣,158960,11,0.0016,4669,4,0.0058,240039,56,0.006,143680,8,0.0015,10799,3,0.0556,57846,24,0.0135,257980,226,0.0014,0,0,0,0,0,0,0,0,0,873973
2019年11月,合計,99320510,3135,1,806699,219,1,39772438,8665,1,96569825,1358,1,194166,47,1,4275828,1945,1,184302167,174114,1,164514868,396,1,52281,6,1,620984,322,1,590429766
2019年10月,新北市,20047823,512,0.1724,68995,8,0.0813,3387068,920,0.0938,8524419,90,0.0754,2816,3,0.0184,372088,117,0.0829,13099392,24517,0.082,15341540,32,0.0783,0,0,0,6240,1,0.0092,60850381
2019年10月,台北市,35073770,450,0.3017,27131,9,0.032,1278374,289,0.0354,34058796,208,0.3012,25336,4,0.1652,484689,82,0.108,9370779,24605,0.0586,48173372,111,0.246,5041,3,0.606,361539,272,0.5355,128858827
2019年10月,桃園市,6573467,200,0.0565,6800,1,0.008,2715349,316,0.0752,7200361,56,0.0637,0,0,0,240477,49,0.0536,15881867,14583,0.0994,20733348,25,0.1059,0,0,0,0,0,0,53351669
2019年10月,台中市,10028561,288,0.0863,87850,8,0.1035,4701018,463,0.1302,11420595,127,0.101,6196,2,0.0404,376479,154,0.0839,19023759,22005,0.1191,19529184,43,0.0997,3277,1,0.394,141713,15,0.2099,65318632
2019年10月,台南市,6545536,242,0.0563,94047,40,0.1108,3254674,1181,0.0901,6041912,116,0.0534,1400,1,0.0091,226279,122,0.0504,16425974,11988,0.1028,12479275,24,0.0637,0,0,0,532,2,0.0008,45069629
2019年10月,高雄市,15616695,475,0.1343,65838,48,0.0775,2189942,481,0.0607,16051170,146,0.1419,46301,5,0.3019,266961,151,0.0595,23055655,18452,0.1443,27634374,51,0.1411,0,0,0,1440,3,0.0021,84928376
2019年10月,宜蘭縣,1361401,49,0.0117,106855,6,0.1258,1147286,188,0.0318,1680458,36,0.0149,0,0,0,153778,59,0.0343,5381057,4550,0.0337,2412097,7,0.0123,0,0,0,0,0,0,12242932
2019年10月,新竹縣,2214321,77,0.019,3073,1,0.0036,836050,135,0.0232,1267886,25,0.0112,0,0,0,71234,14,0.0159,5526980,4107,0.0346,2384000,9,0.0122,0,0,0,978,1,0.0014,12304522
2019年10月,苗栗縣,1275514,55,0.011,152813,16,0.18,1878885,767,0.052,1835929,36,0.0162,0,0,0,102122,46,0.0228,5119691,5307,0.032,1819584,4,0.0093,0,0,0,73720,3,0.1092,12258258
2019年10月,彰化縣,2801908,108,0.0241,36768,28,0.0433,3170874,658,0.0878,2783133,43,0.0246,0,0,0,325614,122,0.0726,11005848,9912,0.0689,4131713,10,0.0211,0,0,0,6120,1,0.0091,24261978
2019年10月,南投縣,1468268,66,0.0126,6459,4,0.0076,1733794,237,0.048,2393941,57,0.0212,6058,2,0.0395,372760,102,0.0831,4476252,4416,0.028,1648102,3,0.0084,0,0,0,0,0,0,12105634
2019年10月,雲林縣,1232754,54,0.0106,17796,19,0.021,1708230,409,0.0473,1341573,37,0.0119,0,0,0,100765,75,0.0225,6158262,7696,0.0385,4339068,7,0.0222,0,0,0,26572,9,0.0394,14925020
2019年10月,嘉義縣,1121764,55,0.0096,2840,4,0.0033,1310888,353,0.0363,668567,23,0.0059,0,0,0,50151,48,0.0112,4552716,3353,0.0285,5479280,9,0.028,0,0,0,25680,1,0.038,13211886
2019年10月,屏東縣,1200562,88,0.0103,17504,7,0.0206,1734743,410,0.048,5206703,78,0.046,1219,4,0.0079,184764,193,0.0412,6575876,5206,0.0412,5467837,13,0.0279,0,0,0,10632,15,0.0157,20399840
2019年10月,台東縣,867533,53,0.0075,9619,7,0.0113,1003892,470,0.0278,2241269,55,0.0198,11600,3,0.0756,200058,120,0.0446,1671227,1383,0.0105,1366645,6,0.007,0,0,0,10125,10,0.015,7381968
2019年10月,花蓮縣,1021200,56,0.0088,11457,3,0.0135,1257711,353,0.0348,1790324,52,0.0158,3080,1,0.0201,251374,112,0.056,5727237,3654,0.0358,4220803,10,0.0216,0,0,0,0,0,0,14283186
2019年10月,基隆市,1595754,71,0.0137,0,0,0,396478,96,0.011,1614929,33,0.0143,2400,1,0.0156,29328,11,0.0065,1640102,1659,0.0103,2272800,5,0.0116,0,0,0,0,0,0,7551791
2019年10月,新竹市,2619838,75,0.0225,19680,3,0.0232,322950,44,0.0089,3218453,42,0.0285,555,2,0.0036,105736,15,0.0236,1891409,2436,0.0118,13078828,12,0.0668,0,0,0,0,0,0,21257449
2019年10月,嘉義市,1307934,34,0.0112,18444,3,0.0217,571197,65,0.0158,1178938,24,0.0104,0,0,0,140617,80,0.0313,1173347,2104,0.0073,2308640,10,0.0118,0,0,0,9849,6,0.0146,6708966
2019年10月,澎湖縣,845449,51,0.0073,23158,4,0.0273,498922,281,0.0138,1480539,38,0.0131,25638,13,0.1672,173236,108,0.0386,1182242,875,0.0074,425960,3,0.0022,0,0,0,0,0,0,4655144
2019年10月,金門縣,1242153,61,0.0107,53274,42,0.0627,820243,201,0.0227,895293,28,0.0079,2720,2,0.0177,140093,40,0.0312,614331,1000,0.0038,578080,3,0.003,0,0,0,0,0,0,4346187
2019年10月,連江縣,202720,11,0.0017,18706,2,0.022,186827,57,0.0052,194599,8,0.0017,18036,7,0.1176,118955,34,0.0265,237639,235,0.0015,0,0,0,0,0,0,0,0,0,977482
2019年10月,合計,116264925,3131,1,849107,263,1,36105395,8374,1,113089787,1358,1,153355,50,1,4487558,1854,1,159791642,174043,1,195824530,397,1,8318,4,1,675140,339,1,627249757
2019年09月,新北市,21385563,510,0.1799,56521,7,0.0592,2812872,710,0.0728,9066246,90,0.0765,6706,1,0.03,322664,66,0.0617,12996703,24354,0.0813,15446940,32,0.0793,0,0,0,17400,1,0.0291,62111615
2019年09月,台北市,36431429,448,0.3064,29579,11,0.031,1609254,365,0.0416,35310159,208,0.298,21672,2,0.097,1316265,305,0.2518,9782740,24528,0.0612,49329382,111,0.2531,63977,4,0.9367,337291,205,0.565,134231748
2019年09月,桃園市,6761568,202,0.0569,29766,3,0.0312,2545285,298,0.0659,7470716,56,0.0631,0,0,0,316260,39,0.0605,15869168,14522,0.0993,21124680,25,0.1084,0,0,0,628,3,0.0011,54118071
2019年09月,台中市,10048861,288,0.0845,102879,14,0.1077,4913441,494,0.1272,12205723,127,0.103,7026,2,0.0314,223017,58,0.0427,18492228,21906,0.1157,19348091,43,0.0993,0,0,0,19983,4,0.0335,65361249
2019年09月,台南市,6418757,244,0.054,45406,22,0.0475,3720143,1196,0.0963,6169516,119,0.0521,1240,1,0.0055,243817,204,0.0466,16405909,11983,0.1026,11702916,24,0.0601,0,0,0,13628,7,0.0228,44721332
2019年09月,高雄市,14644849,475,0.1232,38723,50,0.0405,3118680,689,0.0807,16452084,144,0.1389,56987,16,0.255,234983,123,0.045,23016326,18415,0.144,26142790,51,0.1342,4320,2,0.0633,14829,7,0.0248,83724571
2019年09月,宜蘭縣,1472097,49,0.0124,55292,9,0.0579,1513208,231,0.0392,1852945,36,0.0156,10333,2,0.0462,348146,121,0.0666,5497708,4539,0.0344,2482520,7,0.0127,0,0,0,2589,2,0.0043,13234838
2019年09月,新竹縣,2271835,77,0.0191,42756,2,0.0448,1005172,164,0.026,1350093,25,0.0114,0,0,0,9558,3,0.0018,5520493,4083,0.0345,2421080,9,0.0124,0,0,0,9687,2,0.0162,12630674
2019年09月,苗栗縣,1354407,56,0.0114,124656,11,0.1305,1944629,831,0.0503,1979525,37,0.0167,0,0,0,128710,106,0.0246,5234230,5280,0.0327,1796612,4,0.0092,0,0,0,16120,4,0.027,12578889
2019年09月,彰化縣,2944883,108,0.0248,42796,9,0.0448,2825993,661,0.0731,3037468,43,0.0256,0,0,0,252933,102,0.0484,10974219,9867,0.0686,3997730,10,0.0205,0,0,0,29449,7,0.0493,24105471
2019年09月,南投縣,1446621,66,0.0122,1968,1,0.0021,1196674,189,0.031,2530206,55,0.0214,8221,1,0.0368,97805,46,0.0187,4527639,4417,0.0283,1553323,3,0.008,0,0,0,0,0,0,11362457
2019年09月,雲林縣,1254230,53,0.0105,35450,16,0.0371,2200752,513,0.057,1457082,37,0.0123,0,0,0,139986,70,0.0268,6149598,7692,0.0385,4327008,7,0.0222,0,0,0,122,1,0.0002,15564228
2019年09月,嘉義縣,1173143,58,0.0099,6659,4,0.007,2227550,569,0.0577,715051,21,0.006,32880,1,0.1471,55754,49,0.0107,4544030,3339,0.0284,5188476,9,0.0266,0,0,0,1010,2,0.0017,13944553
2019年09月,屏東縣,1179431,92,0.0099,19718,14,0.0206,2014066,505,0.0521,5210774,77,0.044,6240,4,0.0279,135998,135,0.026,6544525,5184,0.0409,5054257,13,0.0259,0,0,0,30190,6,0.0506,20195199
2019年09月,台東縣,909651,54,0.0077,16794,13,0.0176,1090557,405,0.0282,2393582,55,0.0202,13066,4,0.0585,326489,140,0.0625,1643768,1380,0.0103,1434330,6,0.0074,0,0,0,13529,4,0.0227,7841766
2019年09月,花蓮縣,1023760,55,0.0086,263205,25,0.2756,1754654,499,0.0454,1997095,52,0.0169,3360,1,0.015,324107,179,0.062,5973622,3651,0.0374,4413715,10,0.0226,0,0,0,16286,9,0.0273,15769804
2019年09月,基隆市,1662041,71,0.014,0,0,0,327765,52,0.0085,1821143,33,0.0154,0,0,0,74139,20,0.0142,1633814,1661,0.0102,2306000,5,0.0118,0,0,0,45840,1,0.0768,7870742
2019年09月,新竹市,2675612,75,0.0225,18254,1,0.0191,475152,79,0.0123,3396843,43,0.0287,0,0,0,104919,18,0.0201,1884331,2432,0.0118,13445593,12,0.069,0,0,0,0,0,0,22000704
2019年09月,嘉義市,1291617,34,0.0109,13960,1,0.0146,283224,54,0.0073,1208157,24,0.0102,0,0,0,190204,41,0.0364,1154387,2104,0.0072,2290460,10,0.0118,0,0,0,2140,2,0.0036,6434149
2019年09月,澎湖縣,895385,51,0.0075,3343,2,0.0035,283367,40,0.0073,1574650,38,0.0133,25972,3,0.1162,92301,48,0.0177,1179698,869,0.0074,459920,3,0.0024,0,0,0,24049,53,0.0403,4538685
2019年09月,金門縣,1445653,61,0.0122,0,0,0,491492,83,0.0127,1034154,28,0.0087,15030,6,0.0672,203440,45,0.0389,610897,997,0.0038,608700,3,0.0031,0,0,0,2225,2,0.0037,4411591
2019年09月,連江縣,215720,10,0.0018,7293,4,0.0076,284206,56,0.0074,244440,8,0.0021,14772,3,0.0661,85946,24,0.0164,228046,225,0.0014,0,0,0,0,0,0,0,0,0,1080423
2019年09月,合計,118907113,3137,1,955018,219,1,38638136,8683,1,118477652,1356,1,223505,47,1,5227441,1942,1,159864079,173428,1,194874523,397,1,68297,6,1,596995,322,1,637832759
2019年08月,新北市,20094777,511,0.1743,83014,9,0.0958,3544720,922,0.102,10413493,90,0.0823,2426,3,0.0147,392821,120,0.085,13083839,24305,0.0813,13344420,32,0.077,0,0,0,6720,1,0.0108,60966230
2019年08月,台北市,36294274,445,0.3149,26455,9,0.0305,1337319,290,0.0385,40585385,210,0.3209,28208,4,0.171,527543,82,0.1142,9611689,24480,0.0597,50104519,111,0.2892,3998,3,0.5451,363180,272,0.582,138882570
2019年08月,桃園市,6244628,203,0.0542,7560,1,0.0087,2496049,320,0.0718,8625795,56,0.0682,0,0,0,217085,49,0.047,15899490,14528,0.0988,19748198,25,0.114,0,0,0,0,0,0,53238805
2019年08月,台中市,9900232,288,0.0859,95297,8,0.11,4316345,464,0.1242,12615474,127,0.0998,6608,2,0.0401,370045,154,0.0801,19054780,21905,0.1184,16218689,43,0.0936,3336,1,0.4549,123051,15,0.1972,62703857
2019年08月,台南市,6026657,243,0.0523,93167,40,0.1075,3143233,1184,0.0905,5797047,117,0.0458,1320,1,0.008,252115,123,0.0546,16541190,11995,0.1028,8585610,24,0.0495,0,0,0,473,2,0.0008,40440812
2019年08月,高雄市,13260760,474,0.1151,66772,48,0.0771,2037260,482,0.0586,16736659,144,0.1323,47389,6,0.2873,286971,152,0.0621,23674440,18429,0.1471,21073114,51,0.1216,0,0,0,1520,3,0.0024,77184885
2019年08月,宜蘭縣,1563804,49,0.0136,110267,6,0.1273,1120159,188,0.0322,1920153,36,0.0152,0,0,0,165970,59,0.0359,5530502,4537,0.0344,2116415,7,0.0122,0,0,0,0,0,0,12527270
2019年08月,新竹縣,2147577,77,0.0186,2085,1,0.0024,819058,135,0.0236,1403739,25,0.0111,0,0,0,78937,14,0.0171,5538161,4081,0.0344,2105900,9,0.0122,0,0,0,1070,1,0.0017,12096527
2019年08月,苗栗縣,1400311,56,0.0121,150901,16,0.1742,1937826,770,0.0558,2051042,36,0.0162,0,0,0,102734,46,0.0222,5178762,5265,0.0322,1396836,4,0.0081,0,0,0,40320,3,0.0646,12258732
2019年08月,彰化縣,3078525,108,0.0267,36539,28,0.0422,3019145,658,0.0869,2743937,43,0.0217,0,0,0,310975,120,0.0673,10999071,9823,0.0683,3231980,10,0.0187,0,0,0,7240,1,0.0116,23427412
2019年08月,南投縣,1512653,66,0.0131,6291,4,0.0073,1594317,237,0.0459,2466598,56,0.0195,5092,2,0.0309,375238,102,0.0812,4470294,4409,0.0278,1123023,3,0.0065,0,0,0,0,0,0,11553506
2019年08月,雲林縣,1340819,53,0.0116,19850,19,0.0229,1616056,411,0.0465,1350136,36,0.0107,0,0,0,104896,75,0.0227,6162971,7666,0.0383,3629252,7,0.0209,0,0,0,26866,9,0.0431,14250846
2019年08月,嘉義縣,1172202,58,0.0102,2760,4,0.0032,1230531,352,0.0354,699310,23,0.0055,0,0,0,45984,48,0.01,4545288,3341,0.0282,4173884,9,0.0241,0,0,0,23280,1,0.0373,11893239
2019年08月,屏東縣,1106459,91,0.0096,17085,7,0.0197,1665996,411,0.048,5281035,77,0.0418,1500,4,0.0091,164338,192,0.0356,6546391,5165,0.0407,3864424,13,0.0223,0,0,0,9673,15,0.0155,18656901
