日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2017年01月,雲林縣,88132384,0.2158,62267279,0.1525,25913610,0.0634,232114153,0.5683,408427426,0.0262
2017年01月,嘉義縣,63171354,0.3293,44049854,0.2296,16099515,0.0839,68497051,0.3571,191817774,0.0123
2017年01月,屏東縣,118911864,0.3461,83664595,0.2435,56882742,0.1656,84100698,0.2448,343559899,0.022
2017年01月,台東縣,26606811,0.4093,26457040,0.4069,2056585,0.0316,9892645,0.1522,65013081,0.0042
2017年01月,花蓮縣,42312846,0.2333,52995696,0.2922,2182001,0.012,83895790,0.4625,181386333,0.0116
2017年01月,基隆市,44275768,0.4405,39808441,0.396,7922,0.0001,16426568,0.1634,100518699,0.0065
2017年01月,新竹市,66900836,0.0851,89563585,0.1139,618974,0.0008,629300010,0.8002,786383405,0.0505
2017年01月,嘉義市,35641445,0.4268,41154462,0.4928,437631,0.0052,6277045,0.0752,83510583,0.0054
2017年01月,澎湖縣,12761895,0.4194,13969671,0.459,378115,0.0124,3322327,0.1092,30432008,0.002
2017年01月,金門縣,8644206,0.4176,10016578,0.4839,202629,0.0098,1837977,0.0888,20701390,0.0013
2017年01月,連江縣,2957067,0.4178,3626087,0.5123,30918,0.0044,463742,0.0655,7077814,0.0005
2017年01月,合計,3193304840,0.2049,3538870832,0.2271,214791220,0.0138,8634112032,0.5541,15581078924,1
2016年12月,新北市,605488032,0.3889,511048614,0.3283,1712588,0.0011,438608008,0.2817,1556857242,0.0927
2016年12月,台北市,396001560,0.3317,760839467,0.6373,1538297,0.0013,35416065,0.0297,1193795389,0.0711
2016年12月,桃園市,353257005,0.1543,350665800,0.1532,2440203,0.0011,1582977628,0.6915,2289340636,0.1363
2016年12月,台中市,438654022,0.1965,509231289,0.2281,12872125,0.0058,1271640327,0.5696,2232397763,0.1329
2016年12月,台南市,292814690,0.134,262198213,0.12,30321186,0.0139,1599456638,0.7321,2184790727,0.1301
2016年12月,高雄市,386682183,0.171,455486408,0.2014,19339225,0.0086,1400151081,0.6191,2261658897,0.1347
2016年12月,宜蘭縣,64479348,0.2408,57679825,0.2154,4646948,0.0174,140946121,0.5264,267752242,0.0159
2016年12月,新竹縣,89745695,0.1163,77952644,0.101,1495271,0.0019,602300982,0.7807,771494592,0.0459
2016年12月,苗栗縣,67307584,0.1194,59431112,0.1054,1879688,0.0033,435294496,0.7719,563912880,0.0336
2016年12月,彰化縣,177996589,0.2038,168771766,0.1932,34547739,0.0396,492096489,0.5634,873412583,0.052
2016年12月,南投縣,74967516,0.3142,56478762,0.2367,8966855,0.0376,98174892,0.4115,238588025,0.0142
2016年12月,雲林縣,95130084,0.2156,66556007,0.1508,28521778,0.0646,251018314,0.5689,441226183,0.0263
2016年12月,嘉義縣,63254684,0.3075,46816676,0.2276,18347700,0.0892,77266059,0.3757,205685119,0.0122
2016年12月,屏東縣,118628151,0.3285,88524114,0.2452,58288730,0.1614,95643738,0.2649,361084733,0.0215
2016年12月,台東縣,31473234,0.4314,29608176,0.4058,2234984,0.0306,9648041,0.1322,72964435,0.0043
2016年12月,花蓮縣,50038745,0.2418,55479680,0.2681,2665846,0.0129,98724178,0.4771,206908449,0.0123
2016年12月,基隆市,56348481,0.4847,42477817,0.3654,9114,0.0001,17425379,0.1499,116260791,0.0069
2016年12月,新竹市,67757515,0.0836,100682099,0.1242,663260,0.0008,641627536,0.7914,810730410,0.0483
2016年12月,嘉義市,40432689,0.4403,43622681,0.475,491849,0.0054,7283515,0.0793,91830734,0.0055
2016年12月,澎湖縣,12633133,0.4386,12323937,0.4279,416254,0.0145,3427030,0.119,28800354,0.0017
2016年12月,金門縣,7737521,0.3905,9732740,0.4912,215339,0.0109,2127600,0.1074,19813200,0.0012
2016年12月,連江縣,1795011,0.3585,2759090,0.5511,18660,0.0037,433993,0.0867,5006754,0.0003
2016年12月,合計,3492623472,0.208,3768366917,0.2244,231633639,0.0138,9301688110,0.5539,16794312138,1
2016年11月,新北市,728432829,0.4104,602731052,0.3396,1764502,0.001,441975345,0.249,1774903728,0.0996
2016年11月,台北市,489471387,0.3551,850869748,0.6172,1543714,0.0011,36659820,0.0266,1378544669,0.0773
2016年11月,桃園市,337424261,0.1482,376779123,0.1655,2625664,0.0012,1560417561,0.6852,2277246609,0.1277
2016年11月,台中市,515345635,0.2188,571800922,0.2428,13986748,0.0059,1253802245,0.5324,2354935550,0.1321
2016年11月,台南市,333308812,0.1495,280506322,0.1259,34084357,0.0153,1580857116,0.7093,2228756607,0.125
2016年11月,高雄市,565826980,0.2236,490935444,0.194,19478952,0.0077,1454500445,0.5747,2530741821,0.142
2016年11月,宜蘭縣,72409043,0.2563,67285956,0.2381,5233106,0.0185,137640231,0.4871,282568336,0.0158
2016年11月,新竹縣,92533535,0.1201,78253919,0.1015,1613705,0.0021,598289927,0.7763,770691086,0.0432
2016年11月,苗栗縣,93173347,0.1607,68592255,0.1183,2260275,0.0039,415898087,0.7172,579923964,0.0325
2016年11月,彰化縣,201855104,0.2235,172246378,0.1907,39383621,0.0436,489592753,0.5421,903077856,0.0507
2016年11月,南投縣,65943791,0.2911,56715135,0.2503,10071959,0.0445,93830540,0.4142,226561425,0.0127
2016年11月,雲林縣,112084485,0.2397,74971789,0.1603,31371248,0.0671,249232210,0.5329,467659732,0.0262
2016年11月,嘉義縣,79597811,0.3303,51724770,0.2147,20905035,0.0868,88742770,0.3683,240970386,0.0135
2016年11月,屏東縣,143949099,0.3667,96152671,0.245,57646781,0.1469,94759256,0.2414,392507807,0.022
2016年11月,台東縣,31626153,0.4146,31934250,0.4186,2341046,0.0307,10382629,0.1361,76284078,0.0043
2016年11月,花蓮縣,51366264,0.253,61557545,0.3032,2601208,0.0128,87498195,0.431,203023212,0.0114
2016年11月,基隆市,55427818,0.4628,46206843,0.3858,8673,0.0001,18122118,0.1513,119765452,0.0067
2016年11月,新竹市,90710140,0.1073,111644622,0.132,751191,0.0009,642397425,0.7598,845503378,0.0474
2016年11月,嘉義市,47070455,0.4468,50512729,0.4794,565330,0.0054,7210778,0.0684,105359292,0.0059
2016年11月,澎湖縣,16342527,0.4427,16570576,0.4489,460299,0.0125,3540360,0.0959,36913762,0.0021
2016年11月,金門縣,10376470,0.402,12460437,0.4827,239600,0.0093,2736422,0.106,25812929,0.0014
2016年11月,連江縣,2695805,0.4315,3133636,0.5016,20212,0.0032,397437,0.0636,6247090,0.0004
2016年11月,合計,4136971751,0.232,4173586122,0.2341,248957226,0.014,9268483670,0.5199,17827998769,1
2016年10月,新北市,832253340,0.4369,607806566,0.3191,1882545,0.001,462775888,0.243,1904718339,0.1014
2016年10月,台北市,553509727,0.3685,907730546,0.6044,1777000,0.0012,38898448,0.0259,1501915721,0.08
2016年10月,桃園市,466740294,0.1857,413135498,0.1644,2728279,0.0011,1631081628,0.6489,2513685699,0.1338
2016年10月,台中市,554862401,0.2266,579776116,0.2367,15169340,0.0062,1299219437,0.5305,2449027294,0.1304
2016年10月,台南市,366679345,0.1561,301111165,0.1282,36323050,0.0155,1644554724,0.7002,2348668284,0.1251
2016年10月,高雄市,466968488,0.1897,511100856,0.2077,19475309,0.0079,1463623952,0.5947,2461168605,0.131
2016年10月,宜蘭縣,84924814,0.2865,68038151,0.2295,6257893,0.0211,137183336,0.4628,296404194,0.0158
2016年10月,新竹縣,119782977,0.1407,91719194,0.1077,1876738,0.0022,638181584,0.7494,851560493,0.0453
2016年10月,苗栗縣,89731184,0.1492,69800040,0.1161,2314821,0.0038,439557090,0.7309,601403135,0.032
2016年10月,彰化縣,227148374,0.2392,184818252,0.1946,40558262,0.0427,497165344,0.5235,949690232,0.0506
2016年10月,南投縣,87483688,0.3385,62969571,0.2436,10029979,0.0388,97963415,0.379,258446653,0.0138
2016年10月,雲林縣,117058401,0.2411,74041061,0.1525,32717448,0.0674,261714153,0.539,485531063,0.0259
2016年10月,嘉義縣,77220220,0.3192,53217893,0.22,21452448,0.0887,90060236,0.3722,241950797,0.0129
2016年10月,屏東縣,135450293,0.3556,96203327,0.2526,54361324,0.1427,94884482,0.2491,380899426,0.0203
2016年10月,台東縣,37863809,0.4432,34848213,0.4079,2366263,0.0277,10353776,0.1212,85432061,0.0045
2016年10月,花蓮縣,64231992,0.2905,64941825,0.2937,2652360,0.012,89254695,0.4037,221080872,0.0118
2016年10月,基隆市,76200851,0.5228,50809598,0.3486,8517,0.0001,18726318,0.1285,145745284,0.0078
2016年10月,新竹市,94317449,0.1041,120237381,0.1328,802464,0.0009,690245501,0.7622,905602795,0.0482
2016年10月,嘉義市,50512832,0.4587,51751698,0.4699,543987,0.0049,7317098,0.0664,110125615,0.0059
2016年10月,澎湖縣,15839890,0.4464,15490779,0.4365,482974,0.0136,3670965,0.1035,35484608,0.0019
2016年10月,金門縣,10640944,0.4011,12557571,0.4734,241909,0.0091,3086359,0.1163,26526783,0.0014
2016年10月,連江縣,2388393,0.3744,3496935,0.5481,21052,0.0033,473406,0.0742,6379786,0.0003
2016年10月,合計,4531809706,0.2413,4375602236,0.233,254043962,0.0135,9619991835,0.5122,18781447739,1
2016年09月,新北市,983799605,0.4607,690504600,0.3234,2092578,0.001,458916791,0.2149,2135313574,0.111
2016年09月,台北市,658430220,0.3938,973055220,0.582,1809277,0.0011,38740916,0.0232,1672035633,0.0869
2016年09月,桃園市,451638132,0.1828,429334977,0.1738,3071992,0.0012,1586461822,0.6422,2470506923,0.1284
2016年09月,台中市,633384351,0.2543,629236773,0.2526,15204959,0.0061,1213066814,0.487,2490892897,0.1294
2016年09月,台南市,400873975,0.1727,301101698,0.1297,38727714,0.0167,1581152130,0.681,2321855517,0.1206
2016年09月,高雄市,662319545,0.2684,517464965,0.2097,20813030,0.0084,1267000558,0.5135,2467598098,0.1282
2016年09月,宜蘭縣,98573099,0.3236,77732100,0.2552,7088914,0.0233,121182298,0.3979,304576411,0.0158
2016年09月,新竹縣,121643165,0.1471,87188347,0.1054,1931349,0.0023,616149969,0.7451,826912830,0.043
2016年09月,苗栗縣,124788339,0.2011,76376360,0.1231,2524646,0.0041,416732394,0.6717,620421739,0.0322
2016年09月,彰化縣,250236219,0.2638,184461412,0.1944,45478222,0.0479,468517817,0.4939,948693670,0.0493
2016年09月,南投縣,74297947,0.3117,60250275,0.2527,10390050,0.0436,93454867,0.392,238393139,0.0124
2016年09月,雲林縣,139332380,0.2758,81439414,0.1612,37135331,0.0735,247314948,0.4895,505222073,0.0263
2016年09月,嘉義縣,95319720,0.3798,55474952,0.221,23089981,0.092,77104142,0.3072,250988795,0.013
2016年09月,屏東縣,166883796,0.4007,102099925,0.2451,60815004,0.146,86715875,0.2082,416514600,0.0216
2016年09月,台東縣,38393186,0.4393,36035326,0.4123,2512791,0.0288,10448954,0.1196,87390257,0.0045
2016年09月,花蓮縣,66276339,0.3009,69966537,0.3176,3015261,0.0137,81019329,0.3678,220277466,0.0114
2016年09月,基隆市,75158596,0.5098,53924145,0.3657,8744,0.0001,18347820,0.1244,147439305,0.0077
2016年09月,新竹市,120398304,0.131,123943344,0.1349,825962,0.0009,673737315,0.7332,918904925,0.0477
2016年09月,嘉義市,56196252,0.4723,54754891,0.4602,569107,0.0048,7462942,0.0627,118983192,0.0062
2016年09月,澎湖縣,20579982,0.4664,19365594,0.4389,535408,0.0121,3644318,0.0826,44125302,0.0023
2016年09月,金門縣,13475708,0.4265,14688117,0.4649,290054,0.0092,3139277,0.0994,31593156,0.0016
2016年09月,連江縣,2801473,0.4123,3449844,0.5077,24470,0.0036,519448,0.0764,6795235,0.0004
2016年09月,合計,5254800333,0.273,4641848816,0.2412,277954844,0.0144,9070830744,0.4713,19245434737,1
2016年08月,新北市,930153249,0.4487,643513717,0.3105,2124452,0.001,497029706,0.2398,2072821124,0.1044
2016年08月,台北市,620475711,0.3772,980438915,0.5961,1894287,0.0012,42023950,0.0255,1644832863,0.0829
2016年08月,桃園市,537350608,0.1988,448503988,0.1659,3399597,0.0013,1714196045,0.6341,2703450238,0.1362
2016年08月,台中市,609458283,0.2394,613930819,0.2412,16154792,0.0063,1305936855,0.513,2545480749,0.1282
2016年08月,台南市,409699146,0.1662,313697301,0.1272,39173792,0.0159,1703212155,0.6907,2465782394,0.1242
2016年08月,高雄市,531624055,0.2141,530870294,0.2138,21735055,0.0088,1398814969,0.5633,2483044373,0.1251
2016年08月,宜蘭縣,96750824,0.3013,75488958,0.2351,7516681,0.0234,141338749,0.4402,321095212,0.0162
2016年08月,新竹縣,135804152,0.1537,97949931,0.1108,2124273,0.0024,647759003,0.7331,883637359,0.0445
2016年08月,苗栗縣,105290002,0.1636,75051538,0.1166,2774898,0.0043,460330384,0.7154,643446822,0.0324
2016年08月,彰化縣,249853615,0.2489,191331509,0.1906,47079259,0.0469,515551367,0.5136,1003815750,0.0506
2016年08月,南投縣,90679595,0.3337,66022543,0.243,11245277,0.0414,103773492,0.3819,271720907,0.0137
2016年08月,雲林縣,131930516,0.2582,77774487,0.1522,38794771,0.0759,262527903,0.5137,511027677,0.0257
2016年08月,嘉義縣,85266291,0.3434,55015111,0.2215,24072762,0.0969,83975343,0.3382,248329507,0.0125
2016年08月,屏東縣,156537413,0.3709,101797381,0.2412,63788032,0.1511,99958739,0.2368,422081565,0.0213
2016年08月,台東縣,43229864,0.4537,38249267,0.4014,2896258,0.0304,10903299,0.1144,95278688,0.0048
2016年08月,花蓮縣,72749424,0.3091,69713299,0.2962,3306071,0.014,89596392,0.3807,235365186,0.0119
2016年08月,基隆市,85156702,0.5318,55578096,0.3471,7787,0,19394495,0.1211,160137080,0.0081
2016年08月,新竹市,109340857,0.1158,125422947,0.1329,901561,0.001,708194347,0.7503,943859712,0.0476
2016年08月,嘉義市,56002235,0.4716,54047696,0.4551,645256,0.0054,8058944,0.0679,118754131,0.006
2016年08月,澎湖縣,17467355,0.4445,17225888,0.4383,606711,0.0154,4000434,0.1018,39300388,0.002
2016年08月,金門縣,11825045,0.3977,13949481,0.4691,308401,0.0104,3652530,0.1228,29735457,0.0015
2016年08月,連江縣,2202509,0.3477,3552149,0.5608,21619,0.0034,558304,0.0881,6334581,0.0003
2016年08月,合計,5088847451,0.2564,4649125315,0.2342,290571592,0.0146,9820787405,0.4948,19849331763,1
2016年07月,新北市,818408898,0.4164,662198909,0.3369,2002492,0.001,482784930,0.2456,1965395229,0.1022
2016年07月,台北市,552658231,0.3494,985942002,0.6233,1902032,0.0012,41207027,0.0261,1581709292,0.0823
2016年07月,桃園市,380289245,0.1523,426585548,0.1708,3151890,0.0013,1687585692,0.6757,2497612375,0.1299
2016年07月,台中市,560046717,0.2272,611676394,0.2481,15848092,0.0064,1277664110,0.5183,2465235313,0.1282
2016年07月,台南市,371351596,0.155,301903388,0.126,37190593,0.0155,1685521521,0.7035,2395967098,0.1246
2016年07月,高雄市,637747495,0.2467,530151864,0.2051,21121443,0.0082,1396344252,0.5401,2585365054,0.1344
2016年07月,宜蘭縣,81325595,0.267,75391443,0.2475,7541946,0.0248,140338492,0.4607,304597476,0.0158
2016年07月,新竹縣,101211165,0.1207,86054747,0.1026,2096961,0.0025,649090920,0.7742,838453793,0.0436
2016年07月,苗栗縣,106223358,0.1627,75713098,0.116,2894492,0.0044,467900817,0.7168,652731765,0.0339
2016年07月,彰化縣,220833180,0.2324,177555144,0.1868,45507153,0.0479,506363480,0.5329,950258957,0.0494
2016年07月,南投縣,67071120,0.2827,59504911,0.2508,10069788,0.0424,100580140,0.424,237225959,0.0123
2016年07月,雲林縣,129461691,0.2583,80061588,0.1597,38381490,0.0766,253265848,0.5053,501170617,0.0261
2016年07月,嘉義縣,87570716,0.351,55040011,0.2206,23712928,0.095,83184063,0.3334,249507718,0.013
2016年07月,屏東縣,165854270,0.3818,104186430,0.2399,65724325,0.1513,98612084,0.227,434377109,0.0226
2016年07月,台東縣,35145642,0.4104,37158034,0.4339,2959713,0.0346,10379398,0.1212,85642787,0.0045
2016年07月,花蓮縣,57654877,0.2606,70833119,0.3202,3165400,0.0143,89567771,0.4049,221221167,0.0115
2016年07月,基隆市,61830370,0.4568,54082603,0.3996,6769,0.0001,19430708,0.1436,135350450,0.007
2016年07月,新竹市,103414617,0.1109,124617751,0.1336,856578,0.0009,703841030,0.7546,932729976,0.0485
2016年07月,嘉義市,52293347,0.4518,55156824,0.4765,626496,0.0054,7679931,0.0663,115756598,0.006
2016年07月,澎湖縣,18838287,0.4348,19929641,0.46,575721,0.0133,3979234,0.0919,43322883,0.0023
2016年07月,金門縣,11562463,0.3776,15127763,0.4941,307366,0.01,3620065,0.1182,30617657,0.0016
2016年07月,連江縣,2364219,0.3889,3153295,0.5187,19917,0.0033,541576,0.0891,6079007,0.0003
2016年07月,合計,4623157099,0.2404,4612024507,0.2398,285663585,0.0149,9709483089,0.5049,19230328280,1
2016年06月,新北市,653053616,0.3887,567647931,0.3379,1876533,0.0011,457468570,0.2723,1680046650,0.0952
2016年06月,台北市,432604003,0.3181,887239304,0.6524,1810062,0.0013,38310628,0.0282,1359963997,0.0771
2016年06月,桃園市,378144999,0.1569,398329001,0.1653,2522225,0.001,1631041196,0.6768,2410037421,0.1366
2016年06月,台中市,471738518,0.2082,558638660,0.2466,14888164,0.0066,1220312238,0.5386,2265577580,0.1284
2016年06月,台南市,327683733,0.1435,296438479,0.1298,33307401,0.0146,1625906226,0.7121,2283335839,0.1294
2016年06月,高雄市,434130982,0.188,511436356,0.2214,19601298,0.0085,1344361913,0.5821,2309530549,0.1309
2016年06月,宜蘭縣,67752668,0.252,63990565,0.238,6471010,0.0241,130608674,0.4859,268822917,0.0152
2016年06月,新竹縣,94975446,0.1182,86061277,0.1071,1679930,0.0021,620904261,0.7726,803620914,0.0456
2016年06月,苗栗縣,72501496,0.1235,66888952,0.1139,2171242,0.0037,445667471,0.7589,587229161,0.0333
2016年06月,彰化縣,192662845,0.2157,172775445,0.1935,40272767,0.0451,487313208,0.5457,893024265,0.0506
2016年06月,南投縣,77354022,0.3143,60464993,0.2456,10036613,0.0408,98296716,0.3993,246152344,0.014
2016年06月,雲林縣,110968034,0.242,72213637,0.1575,34129551,0.0744,241327619,0.5262,458638841,0.026
2016年06月,嘉義縣,72162749,0.3204,52558008,0.2334,22253467,0.0988,78220700,0.3473,225194924,0.0128
2016年06月,屏東縣,133208562,0.3427,97905902,0.2519,62714644,0.1613,94906111,0.2441,388735219,0.022
2016年06月,台東縣,34654558,0.414,35437998,0.4233,2921261,0.0349,10695017,0.1278,83708834,0.0047
2016年06月,花蓮縣,54273213,0.2615,64173502,0.3091,2528795,0.0122,86607509,0.4172,207583019,0.0118
2016年06月,基隆市,58410296,0.4619,49190324,0.389,7159,0.0001,18848143,0.149,126455922,0.0072
2016年06月,新竹市,75417131,0.0862,117583108,0.1343,793867,0.0009,681464292,0.7786,875258398,0.0496
2016年06月,嘉義市,44887835,0.4343,50344383,0.4871,639153,0.0062,7488999,0.0725,103360370,0.0059
2016年06月,澎湖縣,13463284,0.4058,15332682,0.4622,501190,0.0151,3879127,0.1169,33176283,0.0019
2016年06月,金門縣,8245461,0.3379,12511525,0.5127,239184,0.0098,3405127,0.1395,24401297,0.0014
2016年06月,連江縣,1847634,0.3573,2793430,0.5402,14088,0.0027,515522,0.0997,5170674,0.0003
2016年06月,合計,3810141085,0.216,4239955462,0.2404,261379604,0.0148,9327549267,0.5288,17639025418,1
2016年05月,新北市,604572205,0.3688,570739114,0.3482,1914380,0.0012,461879880,0.2818,1639105579,0.0941
2016年05月,台北市,402085514,0.3076,865853296,0.6623,1721030,0.0013,37697387,0.0288,1307357227,0.075
2016年05月,桃園市,306570151,0.1317,373590728,0.1605,2474562,0.0011,1644765640,0.7067,2327401081,0.1336
2016年05月,台中市,426337905,0.1895,552490274,0.2456,14605912,0.0065,1255965936,0.5584,2249400027,0.1291
2016年05月,台南市,281417812,0.1252,282869380,0.1259,31065343,0.0138,1651755944,0.7351,2247108479,0.129
2016年05月,高雄市,469701356,0.1939,501172441,0.2068,20098513,0.0083,1431928832,0.591,2422901142,0.1391
2016年05月,宜蘭縣,62242608,0.2307,64895137,0.2405,6337220,0.0235,136324766,0.5053,269799731,0.0155
2016年05月,新竹縣,78998932,0.1012,75346717,0.0965,1692163,0.0022,624792999,0.8002,780830811,0.0448
2016年05月,苗栗縣,77013635,0.1281,66808114,0.1111,1900277,0.0032,455383362,0.7576,601105388,0.0345
2016年05月,彰化縣,171823739,0.1977,159820927,0.1838,37018882,0.0426,500638315,0.5759,869301863,0.0499
