日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2023年05月,新北市,567767747,0.3565,533189085,0.3348,1948523,0.0012,489545329,0.3074,1592450684,0.0864
2023年05月,台北市,354080466,0.2991,774260350,0.6541,247054,0.0002,55199157,0.0466,1183787027,0.0642
2023年05月,桃園市,323946570,0.1438,359318708,0.1595,4008671,0.0018,1566026364,0.695,2253300313,0.1222
2023年05月,台中市,426498402,0.1565,486080163,0.1784,13712133,0.005,1798108796,0.66,2724399494,0.1477
2023年05月,台南市,290166007,0.105,267689608,0.0969,33674401,0.0122,2171387529,0.7859,2762917545,0.1498
2023年05月,高雄市,465965144,0.185,472627079,0.1877,20482330,0.0081,1559478110,0.6192,2518552663,0.1366
2023年05月,宜蘭縣,63344539,0.2305,69867530,0.2542,5458759,0.0199,136152718,0.4954,274823546,0.0149
2023年05月,新竹縣,86131744,0.0875,85281461,0.0866,1733197,0.0018,811306715,0.8241,984453117,0.0534
2023年05月,苗栗縣,76958019,0.1259,58644231,0.0959,2480806,0.0041,473277849,0.7741,611360905,0.0332
2023年05月,彰化縣,175200038,0.1982,187132045,0.2117,37205695,0.0421,484404390,0.548,883942168,0.0479
2023年05月,南投縣,60035596,0.2713,54198728,0.2449,9236197,0.0417,97798648,0.442,221269169,0.012
2023年05月,雲林縣,106223878,0.2303,74687022,0.1619,33448201,0.0725,246846357,0.5352,461205458,0.025
2023年05月,嘉義縣,71752706,0.2693,48764565,0.183,22958342,0.0862,122931448,0.4614,266407061,0.0144
2023年05月,屏東縣,131018289,0.3181,103536277,0.2514,62407018,0.1515,114913060,0.279,411874644,0.0223
2023年05月,台東縣,28893789,0.3837,33550973,0.4456,2425838,0.0322,10428912,0.1385,75299512,0.0041
2023年05月,花蓮縣,46079720,0.2559,60911195,0.3383,2139320,0.0119,70927074,0.3939,180057309,0.0098
2023年05月,基隆市,45238967,0.4266,42047073,0.3965,440201,0.0042,18314485,0.1727,106040726,0.0058
2023年05月,新竹市,75506045,0.0982,101662426,0.1322,775448,0.001,591227466,0.7687,769171385,0.0417
2023年05月,嘉義市,37743880,0.4127,46128480,0.5043,536914,0.0059,7056965,0.0772,91466239,0.005
2023年05月,澎湖縣,14237739,0.3793,18412697,0.4905,342971,0.0091,4546256,0.1211,37539663,0.002
2023年05月,金門縣,10233649,0.4134,10664226,0.4308,264209,0.0107,3591028,0.1451,24753112,0.0013
2023年05月,連江縣,2525335,0.4017,3040396,0.4836,7337,0.0012,713967,0.1136,6287035,0.0003
2023年05月,合計,3459548269,0.1876,3891694318,0.211,255933565,0.0139,10834182623,0.5875,18441358775,1
2023年04月,新北市,570483579,0.389,453493369,0.3092,1454054,0.001,441006420,0.3007,1466437422,0.0853
2023年04月,台北市,331902841,0.3206,658930744,0.6366,224721,0.0002,44056479,0.0426,1035114785,0.0602
2023年04月,桃園市,379130072,0.1743,321635383,0.1479,3919502,0.0018,1470093387,0.676,2174778344,0.1265
2023年04月,台中市,421250409,0.1644,426999086,0.1666,12858341,0.005,1701358900,0.664,2562466736,0.1491
2023年04月,台南市,274242254,0.1073,236819393,0.0926,31189297,0.0122,2014483825,0.7879,2556734769,0.1488
2023年04月,高雄市,327081574,0.1406,412869909,0.1775,19622179,0.0084,1566136784,0.6734,2325710446,0.1353
2023年04月,宜蘭縣,71065669,0.2616,61041397,0.2247,4833607,0.0178,134695562,0.4959,271636235,0.0158
2023年04月,新竹縣,99333034,0.105,79774375,0.0843,1426258,0.0015,765804518,0.8092,946338185,0.0551
2023年04月,苗栗縣,71321407,0.1286,51744698,0.0933,2621019,0.0047,428749086,0.7733,554436210,0.0323
2023年04月,彰化縣,173787556,0.2093,176113088,0.2121,34525847,0.0416,445894737,0.537,830321228,0.0483
2023年04月,南投縣,71743146,0.3291,50918394,0.2336,8812934,0.0404,86513240,0.3969,217987714,0.0127
2023年04月,雲林縣,102884456,0.2428,63163339,0.149,31128246,0.0734,226628658,0.5347,423804699,0.0247
2023年04月,嘉義縣,64296161,0.2651,41609721,0.1716,20979632,0.0865,115643976,0.4768,242529490,0.0141
2023年04月,屏東縣,110654162,0.3002,92963782,0.2522,61571139,0.167,103439527,0.2806,368628610,0.0214
2023年04月,台東縣,32399182,0.4317,30103819,0.4011,2319244,0.0309,10231348,0.1363,75053593,0.0044
2023年04月,花蓮縣,49871460,0.2729,55505317,0.3037,1901845,0.0104,75481737,0.413,182760359,0.0106
2023年04月,基隆市,53419826,0.4909,37386106,0.3436,388210,0.0036,17619132,0.1619,108813274,0.0063
2023年04月,新竹市,65948477,0.0937,88525277,0.1257,766451,0.0011,548805508,0.7795,704045713,0.041
2023年04月,嘉義市,35538729,0.4367,38688216,0.4755,553174,0.0068,6590968,0.081,81371087,0.0047
2023年04月,澎湖縣,12775291,0.4107,14067540,0.4523,311621,0.01,3948999,0.127,31103451,0.0018
2023年04月,金門縣,9111239,0.4434,8616973,0.4194,314208,0.0153,2505524,0.1219,20547944,0.0012
2023年04月,連江縣,2159594,0.3739,2926743,0.5067,6362,0.0011,682873,0.1182,5775572,0.0003
2023年04月,合計,3330400118,0.1938,3403896669,0.1981,241727891,0.0141,10210371188,0.5941,17186395866,1
2023年03月,新北市,643432541,0.4053,471143546,0.2968,1900250,0.0012,470966184,0.2967,1587442521,0.0885
2023年03月,台北市,393766042,0.349,683297743,0.6056,242354,0.0002,51032469,0.0452,1128338608,0.0629
2023年03月,桃園市,387375260,0.1725,317019865,0.1412,3705887,0.0017,1537398295,0.6847,2245499307,0.1251
2023年03月,台中市,464583138,0.1743,422276420,0.1585,13063896,0.0049,1764853773,0.6623,2664777227,0.1485
2023年03月,台南市,301379174,0.1167,225180997,0.0872,29291686,0.0113,2026897096,0.7848,2582748953,0.1439
2023年03月,高雄市,451546336,0.1839,398535813,0.1623,19165415,0.0078,1586082454,0.646,2455330018,0.1368
2023年03月,宜蘭縣,73920600,0.2605,63451614,0.2236,4416695,0.0156,142027720,0.5004,283816629,0.0158
2023年03月,新竹縣,101139759,0.1085,75949658,0.0815,1523691,0.0016,753565960,0.8084,932179068,0.0519
2023年03月,苗栗縣,89744895,0.1532,53310671,0.091,2309855,0.0039,440450106,0.7519,585815527,0.0326
2023年03月,彰化縣,195414141,0.2201,173687391,0.1956,32037847,0.0361,486620472,0.5481,887759851,0.0495
2023年03月,南投縣,66364795,0.3118,48615576,0.2284,9015407,0.0424,88858907,0.4175,212854685,0.0119
2023年03月,雲林縣,113921378,0.2542,65155653,0.1454,29010093,0.0647,240122180,0.5357,448209304,0.025
2023年03月,嘉義縣,77349437,0.2933,41626655,0.1579,20424023,0.0775,124297806,0.4714,263697921,0.0147
2023年03月,屏東縣,128468424,0.3304,90294323,0.2322,59386100,0.1527,110697519,0.2847,388846366,0.0217
2023年03月,台東縣,31170441,0.4229,29634040,0.4021,2171602,0.0295,10730245,0.1456,73706328,0.0041
2023年03月,花蓮縣,50563592,0.2666,56273999,0.2967,1763274,0.0093,81067396,0.4274,189668261,0.0106
2023年03月,基隆市,54530132,0.4917,37694886,0.3399,385493,0.0035,18279806,0.1648,110890317,0.0062
2023年03月,新竹市,88091223,0.1169,89539749,0.1188,720216,0.001,575233285,0.7633,753584473,0.042
2023年03月,嘉義市,40127979,0.4687,38584138,0.4506,519194,0.0061,6391663,0.0746,85622974,0.0048
2023年03月,澎湖縣,15863034,0.4552,14840352,0.4258,306553,0.0088,3839370,0.1102,34849309,0.0019
2023年03月,金門縣,12299564,0.4973,9574831,0.3871,239022,0.0097,2621673,0.106,24735090,0.0014
2023年03月,連江縣,2947916,0.4442,2976558,0.4485,6403,0.001,705271,0.1063,6636148,0.0004
2023年03月,合計,3783999801,0.2108,3408664478,0.1899,231604956,0.0129,10522739650,0.5863,17947008885,1
2023年02月,新北市,702902195,0.4504,439539215,0.2817,1558333,0.001,416484989,0.2669,1560484732,0.0937
2023年02月,台北市,409379537,0.4067,555209480,0.5516,376604,0.0004,41622485,0.0414,1006588106,0.0604
2023年02月,桃園市,473733827,0.2185,311826593,0.1438,3906223,0.0018,1378611309,0.6359,2168077952,0.1301
2023年02月,台中市,503666034,0.2021,410816157,0.1648,12025348,0.0048,1565638811,0.6282,2492146350,0.1496
2023年02月,台南市,323830492,0.1389,222113345,0.0953,32072756,0.0138,1753256993,0.7521,2331273586,0.1399
2023年02月,高雄市,380527505,0.1738,379218377,0.1732,21077540,0.0096,1409205232,0.6435,2190028654,0.1315
2023年02月,宜蘭縣,90082428,0.3408,50960952,0.1928,4727364,0.0179,118543880,0.4485,264314624,0.0159
2023年02月,新竹縣,119778553,0.1523,80010257,0.1017,1431716,0.0018,585359906,0.7442,786580432,0.0472
2023年02月,苗栗縣,84528776,0.1563,51588891,0.0954,2226476,0.0041,402431365,0.7442,540775508,0.0325
2023年02月,彰化縣,201609715,0.2417,169989132,0.2038,33232107,0.0398,429459819,0.5148,834290773,0.0501
2023年02月,南投縣,87314191,0.3723,51649203,0.2202,9111911,0.0388,86481753,0.3687,234557058,0.0141
2023年02月,雲林縣,112114489,0.2695,62622501,0.1505,33430469,0.0804,207859814,0.4996,416027273,0.025
2023年02月,嘉義縣,71367704,0.3082,38978358,0.1683,21651784,0.0935,99579456,0.43,231577302,0.0139
2023年02月,屏東縣,126336704,0.3326,89312864,0.2351,66944119,0.1762,97302274,0.2561,379895961,0.0228
2023年02月,台東縣,37108221,0.4729,29235757,0.3726,2320261,0.0296,9800114,0.1249,78464353,0.0047
2023年02月,花蓮縣,59210753,0.3115,53790324,0.283,1947099,0.0102,75109170,0.3952,190057346,0.0114
2023年02月,基隆市,69385726,0.584,32943125,0.2773,331205,0.0028,16145350,0.1359,118805406,0.0071
2023年02月,新竹市,79905725,0.116,82830493,0.1202,689610,0.001,525403961,0.7627,688829789,0.0413
2023年02月,嘉義市,42955953,0.4981,36471140,0.4229,656243,0.0076,6151886,0.0713,86235222,0.0052
2023年02月,澎湖縣,14998071,0.4767,12402083,0.3942,346626,0.011,3718505,0.1182,31465285,0.0019
2023年02月,金門縣,10946709,0.4951,8520995,0.3854,274649,0.0124,2366754,0.107,22109107,0.0013
2023年02月,連江縣,2576429,0.4102,3056428,0.4867,5821,0.0009,641591,0.1022,6280269,0.0004
2023年02月,合計,4004259737,0.2404,3173085670,0.1905,250344264,0.015,9231175417,0.5541,16658865088,1
2023年01月,新北市,657739541,0.4142,494960485,0.3117,2245433,0.0014,433038700,0.2727,1587984159,0.0928
2023年01月,台北市,411331757,0.3449,728911145,0.6113,423676,0.0004,51822045,0.0435,1192488623,0.0697
2023年01月,桃園市,376238971,0.1848,322489000,0.1584,3919934,0.0019,1333122735,0.6548,2035770640,0.1189
2023年01月,台中市,475255861,0.1876,445418937,0.1758,12533675,0.0049,1599796522,0.6316,2533004995,0.148
2023年01月,台南市,308871469,0.1285,234541295,0.0976,34292594,0.0143,1825038629,0.7596,2402743987,0.1404
2023年01月,高雄市,496998014,0.2179,407904541,0.1788,21808992,0.0096,1354162710,0.5937,2280874257,0.1332
2023年01月,宜蘭縣,74706471,0.2786,77425122,0.2887,4680081,0.0175,111383323,0.4153,268194997,0.0157
2023年01月,新竹縣,98396839,0.1138,80741586,0.0933,1669779,0.0019,684161941,0.791,864970145,0.0505
2023年01月,苗栗縣,86504304,0.1521,55447733,0.0975,2141095,0.0038,424826085,0.7467,568919217,0.0332
2023年01月,彰化縣,186798383,0.2328,180376676,0.2248,35382760,0.0441,399948427,0.4984,802506246,0.0469
2023年01月,南投縣,67366465,0.3253,51540561,0.2488,8813034,0.0426,79396645,0.3833,207116705,0.0121
2023年01月,雲林縣,105901006,0.2563,69519726,0.1682,32124164,0.0777,205649621,0.4977,413194517,0.0241
2023年01月,嘉義縣,74200303,0.3293,43161288,0.1916,20497383,0.091,87444681,0.3881,225303655,0.0132
2023年01月,屏東縣,136137403,0.3522,93430537,0.2417,66412902,0.1718,90553627,0.2343,386534469,0.0226
2023年01月,台東縣,31688263,0.4322,30360632,0.4141,2462019,0.0336,8806900,0.1201,73317814,0.0043
2023年01月,花蓮縣,50206385,0.2597,57025142,0.295,1939258,0.01,84128733,0.4352,193299518,0.0113
2023年01月,基隆市,54591132,0.4878,41850706,0.3739,385137,0.0034,15096231,0.1349,111923206,0.0065
